顧客ID,施術時間
96850032,90
97110005,75
97130002,60
97150007,90
97750003,60
98152009,60
98152044,60
98152045,90
98812024,165
99110063,60
99110064,45
99110065,30
99120061,60
99120177,30
99120179,90
99150055,60
99220026,60
99310006,135
99310013,60
99310143,60
99310146,150
99330062,60
99330084,60
99410018,90
99410129,0
99430024,60
99610047,60
99610050,150
99620029,15
99630021,60
99630046,105
99650003,60
99650011,135
99720005,60
99720043,60
99750004,60
99750036,120
99810006,120
99910008,60
100720012,30
101110048,30
101110050,105
101120011,60
101120078,150
101150075,45
101250049,90
101250054,90
101250057,60
101310047,150
101310070,60
101320031,60
101410031,90
101510004,60
101540004,75
101630021,105
102140004,60
102210028,60
102210068,60
102250008,60
102310030,60
102330003,120
102410055,60
102410057,120
102410058,60
102410059,90
102440002,60
102510017,60
102510038,60
102510063,60
102550010,60
102710030,60
102720011,60
102750020,150
102810023,60
102810049,60
102850013,60
104150286,60
104410075,30
104510039,90
104710127,90
104730024,30
108140003,210
108150001,240
108150037,60
108250022,60
108310018,60
108410069,150
108610010,45
108630017,150
108650006,60
108710020,60
108810007,60
109110062,60
109130019,15
109230052,135
109310083,195
109330041,90
109410137,210
109510135,90
109620063,90
109750050,60
110120047,120
110130008,60
110220002,90
110810028,60
111110024,120
111120006,60
111120034,30
111130008,60
111130010,60
111130013,90
111130014,90
111230002,60
111230018,90
111310042,135
111340001,30
111410012,120
111410024,90
111520008,60
111630014,0
111710009,0
111710020,90
111810011,90
111850013,120
111910012,60
112120038,105
112120062,0
112150022,60
112210001,60
112220021,90
112250024,90
112330013,60
112340004,90
112410042,60
112410054,120
112710027,60
113110026,90
113120002,60
113120039,75
113250039,90
113250040,30
113410002,60
113630018,90
113630020,90
116110005,60
116210019,60
116410015,60
116610010,90
116710007,60
117110002,45
117150050,90
117220017,30
117430015,15
117450011,60
117510017,120
118630008,0
119110083,60
119110090,60
119120046,60
119120058,60
119120157,90
119130042,45
119140006,60
119150150,30
119150173,120
119150177,90
119210109,120
119230032,0
119230044,75
119250075,60
119250076,105
119310094,270
119310097,90
119320022,60
119320070,60
119330101,45
119330123,45
119330124,60
119330126,150
119410104,90
119410112,210
119410113,90
119430027,75
119440010,90
119450004,60
119450023,90
119450036,150
119520009,60
119520027,45
119520030,165
119710089,60
119710094,60
119720003,60
119850005,60
119850007,60
119910034,60
120110101,75
120110120,90
120110124,90
120120201,30
120120207,150
120130062,90
120150075,90
120150104,90
120150120,45
120150189,75
120150192,105
120150193,90
120210098,75
120210132,15
120210150,60
120210163,45
120220074,60
120220078,270
120230051,75
120250136,180
120310157,60
120310162,45
120320089,60
120320098,120
120330084,90
120410116,60
120410123,45
120410151,90
120410160,60
120410185,75
120410200,45
120410202,90
120410206,60
120430026,120
120510031,90
120510065,150
120510129,45
120520045,60
120630022,75
120710094,15
120720016,60
120720065,30
120720087,90
120730016,75
120730037,105
120750034,15
120810052,75
120810117,90
120810120,120
120910050,75
121120044,30
121130009,90
121150040,90
121210033,60
121220016,120
121220018,60
121410048,60
121410050,75
121750015,120
122120074,60
122150012,60
122250074,60
122310020,30
122410058,180
122410059,240
122610014,90
122620011,60
122620014,15
122640001,30
123710005,60
124210082,30
124220038,90
124250072,15
124250075,300
124310044,60
124320039,30
124320053,120
124330015,60
124340006,120
124410105,180
124410116,120
124430012,60
124520010,30
124620033,210
124630071,60
124630073,285
124650013,60
124730015,150
124810093,60
124810100,120
124810101,60
125630015,60
125650018,90
125810032,45
126150020,75
126220006,60
126320005,135
126330010,90
126510007,60
126610009,60
126610011,90
126630013,60
126720005,60
126730001,60
126810014,135
126850010,60
127150042,45
127150049,60
127150069,30
127310033,60
127320039,30
127450002,60
127510003,30
128110003,45
128120046,120
128120050,60
128120052,165
128210026,60
128230011,60
128250005,60
128250028,60
128310013,30
128610020,30
128810026,60
129210051,60
129310032,60
129310035,90
129320003,180
129340007,120
129350002,60
129410023,90
129410037,60
129410056,120
129550007,60
131120010,60
131150001,60
131150008,45
131230012,120
131310029,45
131410003,90
131410013,90
131410030,120
131510007,90
131710020,60
131710026,60
131720019,135
131910002,90
132110020,60
132120012,60
132220014,60
132230022,90
132320011,60
132330014,60
132410036,60
132620013,60
132620024,60
132720014,30
132810001,60
132810031,45
133330019,90
133410093,60
133430024,0
133520007,150
133520028,0
133630056,60
133650010,0
133710052,60
133710053,30
133710055,60
133720019,0
134110024,60
134110028,45
134110030,60
134120001,60
134120073,60
134120074,105
134310064,165
134330013,15
134410019,60
134410035,60
134450001,75
134510032,45
134510033,60
134650030,75
134720014,90
135110036,90
135110045,45
135120117,105
135130073,15
135130074,150
135130076,60
135150128,60
135210091,60
135220046,120
135320016,60
135320069,30
135320072,60
135410111,30
135410141,60
135410149,90
135440005,60
135450035,135
135520036,30
135520050,75
135520051,60
135550003,60
135550016,60
135630059,90
135710057,60
135710066,45
135710076,30
135710091,90
135720039,90
135810048,60
135810069,60
135830007,0
135910007,60
136110026,120
136110027,90
136110028,60
136120017,60
136120050,60
136120060,30
136150034,60
136150059,165
136210060,30
136220034,165
136230026,120
136310069,30
136310076,120
136430026,60
136510052,60
136510053,210
136610001,30
136610050,90
136630029,60
136710054,60
136710057,30
136720043,60
136720044,90
136730014,60
136910025,15
137130011,180
137150036,60
137150045,90
137210002,60
137210019,60
137220017,90
137250036,240
137250038,90
137330019,60
137410021,90
137510035,120
137520008,180
137610021,90
137750002,0
137810024,165
137850010,180
138110010,45
138110018,0
138110020,75
138120027,150
138120029,90
138150033,60
138230010,105
138250015,30
138250016,90
138310026,195
138410028,90
138430006,150
138610017,60
138610021,180
138620004,60
138710011,90
138810007,75
138910005,60
139120032,0
139120044,210
139210049,105
139250024,90
139440006,60
139520024,45
139520025,60
139620020,300
139730001,30
139810033,60
140110016,60
140110026,60
140110027,30
140120061,60
140150033,105
140150049,120
140210032,90
140210037,90
140210039,105
140220031,90
140220032,105
140230017,150
140250032,165
140410064,105
140450010,60
140510044,60
140550013,75
140710043,75
140720021,75
140720023,135
140850014,105
140910004,60
141110017,90
141120008,45
141150023,75
141150051,30
141410048,60
141510032,45
141610025,60
141610026,60
141630023,165
141730004,60
141910005,90
143110135,60
143110147,90
143110180,90
143110181,90
143120005,30
143120033,75
143120072,75
143120151,60
143120214,60
143120223,30
143120235,60
143120240,75
143120243,45
143120261,45
143120264,120
143120265,90
143120266,30
143120270,45
143120273,30
143120275,105
143120276,90
143120277,60
143120278,60
143130046,60
143140009,90
143140033,105
143150179,45
143150182,45
143150238,60
143150259,60
143150274,120
143150277,255
143150278,90
143150280,90
143150282,90
143150283,90
143210122,0
143210143,60
143210174,120
143210198,45
143210213,45
143210216,90
143210218,60
143210233,75
143210234,150
143210235,90
143210237,75
143210239,90
143220021,60
143220032,90
143220070,90
143220076,45
143220080,90
143220081,120
143230077,45
143240003,30
143250157,45
143250164,45
143250168,60
143250169,90
143250171,105
143250172,90
143310050,60
143310172,60
143310215,45
143310222,45
143310228,90
143310229,120
143310230,90
143310231,105
143310232,60
143310233,150
143310234,60
143310235,90
143310236,60
143320040,75
143320076,60
143320092,60
143320108,30
143320123,90
143320131,135
143320132,90
143320134,150
143320136,60
143330056,60
143330104,60
143330106,30
143330120,195
143330123,90
143340021,60
143350018,75
143350019,90
143410126,60
143410132,90
143410179,75
143410204,60
143410230,60
143410242,60
143410255,45
143410256,15
143410257,90
143410259,60
143410260,90
143410261,60
143420015,135
143430045,30
143430047,15
143440014,45
143450021,90
143450059,15
143510150,45
143510153,45
143510162,150
143510164,165
143510166,60
143520020,60
143550015,60
143550031,60
143550036,90
143550038,150
143610119,30
143610124,30
143610133,45
143610136,225
143610138,120
143620063,120
143630032,30
143630064,30
143630103,60
143630107,150
143630108,90
143650010,30
143650039,75
143650048,15
143650050,45
143650053,60
143650055,90
143650056,90
143710104,30
143710138,45
143710151,120
143710155,60
143710156,60
143710157,90
143720065,45
143720101,15
143720108,60
143720111,45
143720118,90
143720123,90
143720125,60
143720126,165
143720127,90
143730033,165
143750055,45
143750067,90
143750068,120
143810133,45
143810150,60
143810154,30
143810162,90
143810176,45
143810190,45
143810193,135
143810195,90
143810197,90
143810198,60
143850032,60
143850072,90
143850074,30
143850075,30
143850079,60
143850082,60
143850084,150
143850085,90
143850086,60
143910056,15
144210026,0
144250016,60
144320018,30
144410024,90
144510024,60
144720022,90
144810020,30
145130082,0
145210001,30
145220005,60
145330019,60
145410011,60
145450064,135
145510014,165
145510205,60
145630055,60
145810097,30
145810189,30
146110024,60
146110030,90
146110031,60
146150020,60
146150064,60
146210057,150
146230016,135
146450002,60
146510013,60
146610012,120
146630018,90
146750015,30
146810002,60
147220010,150
147620014,90
148110001,75
148110010,60
148120030,90
148310018,45
148330006,75
148510039,60
148520016,150
148620015,60
148630026,195
148650002,90
148650007,75
148710023,90
148850022,90
149110028,60
149120090,60
149120095,60
149120113,15
149120116,60
149120117,60
149120124,90
149120127,90
149130042,75
149150077,0
149150126,120
149150130,60
149150131,90
149210012,90
149210102,75
149210103,30
149230034,120
149250058,45
149310082,45
149310084,90
149320055,75
149340001,60
149410093,60
149510057,60
149510097,30
149510102,150
149510104,60
149520043,105
149610021,90
149630082,45
149650016,90
149720060,60
149730002,45
149750039,120
149810092,90
149910022,60
150120033,45
150120036,90
150150056,60
150150057,225
150210003,75
150250014,75
150310021,210
150410029,0
150610002,15
150620011,60
150710049,75
150720026,75
150810037,135
151230004,60
151410029,15
151810003,60
153110025,120
153110045,0
153120090,60
153140012,60
153220016,60
153310132,60
153310133,120
153320025,45
153330014,60
153340009,60
153410061,60
153610056,90
153610057,90
153630007,60
153630032,60
153650025,120
153730022,60
153850030,90
153910056,90
153910058,90
153910059,90
154120055,105
154150067,15
154150073,45
154210001,45
154230036,90
154230040,75
154250032,90
154320020,60
154410052,15
154410060,90
154410071,75
154430012,60
154430013,195
154510033,60
154520015,30
154610041,60
154630042,60
154710038,30
154710051,60
154720028,45
154750014,105
154810028,75
154810043,60
154910011,105
155210024,60
155210041,60
155230004,60
155250038,60
155250052,60
155310029,45
155310038,60
155450003,90
155550010,120
155610043,135
155630036,135
155710006,60
155720020,15
155720036,60
155810033,60
156110018,210
156210033,90
156230018,120
156250014,15
156310026,15
156410039,90
156630034,180
156630035,45
156850011,30
157150042,0
157210041,90
157230016,0
157320022,0
157510041,90
157610019,0
157720027,0
157750002,0
158120022,90
158630016,30
158810021,90
159120013,45
159120022,75
159120036,120
159210030,45
160110002,75
160110009,60
160230013,0
160410016,30
160510019,90
160520013,60
160710002,120
160710012,75
160810005,75
160810026,90
161230009,30
161430007,30
161550003,90
162110065,105
162110083,90
162120050,60
162120110,75
162120197,105
162120242,90
162120243,15
162120244,90
162130078,75
162150075,75
162150090,75
162150105,60
162150199,45
162150235,90
162150236,150
162150237,90
162150238,120
162150239,90
162210145,135
162210160,60
162210192,90
162210193,240
162210194,120
162210196,90
162220004,75
162220084,60
162230053,60
162230077,60
162230078,90
162310107,105
162310129,150
162310130,135
162320063,60
162320108,90
162330046,30
162330048,135
162330050,90
162340025,45
162410051,60
162410134,60
162410160,45
162410191,75
162410225,60
162410247,90
162450006,75
162450042,120
162450064,150
162510061,60
162510062,60
162510156,135
162520075,165
162520078,90
162610134,120
162620032,30
162620038,60
162620059,45
162630144,90
162630161,105
162710131,75
162710135,60
162720048,60
162720089,75
162720092,60
162720096,60
162720110,60
162750004,150
162750052,90
162810047,135
162810194,135
162810196,120
162810197,135
162850066,45
162850086,30
162850088,120
162910051,90
163120027,60
163120030,30
163120033,60
163210031,60
163230011,180
163230012,90
163330009,15
163420002,90
163610029,90
166140009,60
166210013,60
166250008,60
166510064,60
166620037,90
166710055,105
166810031,75
166830001,60
167120046,240
167720003,45
168110007,45
168120030,180
168220009,240
168230001,0
168250010,90
168310010,15
168610011,75
168710014,150
168720008,60
168720013,90
168810016,15
168810019,75
168810020,150
168850007,90
170110029,90
170110042,45
170110043,60
170120001,105
170120032,90
170120057,60
170120077,240
170120078,30
170150073,90
170150074,90
170150075,60
170150076,90
170210070,60
170220025,105
170230005,60
170230021,90
170250006,120
170250046,75
170250050,60
170310049,45
170310051,150
170310053,90
170320054,15
170320060,180
170410056,210
170410058,135
170410064,75
170420002,150
170430017,0
170450032,60
170510028,60
170510036,75
170610003,60
170610041,30
170630027,120
170630028,15
170710044,105
170720027,90
170810036,150
170850022,75
170910013,135
171210013,90
172330022,0
173110026,90
173120054,150
173510042,30
173710035,60
173720029,150
173810045,60
173850016,60
173850017,105
174110019,45
174110026,45
174110027,135
174210005,150
174250001,45
174330006,30
174510032,60
174550007,30
174650008,60
174710024,90
174810020,120
175120021,30
175150024,150
175250007,0
175410024,105
175810008,75
175850012,120
176150022,30
176250013,30
176410014,30
176550003,60
176810017,30
176810019,120
176910010,120
177110038,120
177110070,45
177120058,60
177120064,30
177120124,60
177120146,90
177120154,60
177120157,60
177130039,60
177130050,15
177130063,105
177130067,45
177150074,10
177150103,45
177150111,30
177150129,60
177150137,30
177150145,90
177150146,45
177210032,60
177210087,60
177210150,90
177210151,45
177210155,15
177210157,180
177220057,60
177220073,45
177220074,105
177230043,30
177250041,30
177250042,30
177250093,90
177250096,90
177310052,60
177310069,60
177310076,30
177320027,15
177320073,60
177320074,165
177330006,60
177330036,15
177330042,135
177340004,30
177410027,75
177410036,45
177410055,60
177410111,75
177410121,60
177410129,30
177412091,105
177412097,60
177412098,90
177430030,60
177520019,30
177520073,135
177550017,60
177610039,30
177610084,90
177630034,105
177630097,60
177640001,30
177710085,45
177710089,75
177730023,30
177750034,75
177810082,60
177810092,120
177810100,75
177810130,45
177810132,165
177810133,90
177810135,30
177810141,150
177810142,165
177810146,90
177830010,150
177850056,30
177850057,75
177850065,60
178150025,60
178210028,120
178250010,120
178250012,120
178310009,60
178320016,150
178510023,90
178520009,60
178710036,180
178720029,90
179120004,45
179120030,90
179150025,135
179210034,120
179220012,60
179250020,120
179310016,135
179310023,150
179310024,120
179330015,60
179350005,120
179510021,90
179650011,210
179710020,135
179810021,45
179810022,150
180110005,60
180120033,60
180130007,60
180210019,60
180220007,60
180310021,30
180320027,165
180330010,60
180330022,210
180340007,60
180340009,90
180620015,240
180630009,0
180810020,60
180850011,60
181150044,0
181210034,60
181210038,60
181250017,120
181250020,90
181320022,150
181410005,90
181410041,60
181610021,90
181610023,90
181710006,75
181810029,90
181810031,60
181850016,60
181910001,60
183110013,60
183110028,90
183210031,60
183210034,30
183310047,60
183310050,90
183330025,105
183350003,240
183410041,90
183420008,30
183510015,150
183620004,60
183620008,90
184150024,45
184610011,90
185120027,120
185130004,90
185130006,60
185510002,90
185510014,225
185710009,90
185710010,90
185710011,150
185810008,300
185850002,60
186210002,60
186510001,60
186510004,120
186520006,75
188110003,90
188110019,345
188120018,75
188120041,90
188120042,165
188150019,120
188150037,120
188210013,60
188210027,60
188250012,165
188320002,105
188330017,0
188410004,75
188540003,90
188610006,60
188610020,150
188610021,90
188710001,90
188710010,120
188730006,120
188810002,90
188810013,105
188810025,120
189120010,30
189120043,120
189120045,90
189120046,90
189120047,105
189140005,60
189210037,180
189620007,120
189720012,60
189830002,90
190150012,90
190220005,60
190220013,60
190230012,165
190310011,105
190320009,150
190510013,120
190520003,15
190610007,90
190610008,90
190610013,90
190750006,90
191110020,90
191110021,180
191110023,90
191110024,90
191120015,75
191120018,60
191120020,60
191120021,60
191150014,90
191150017,120
191210011,90
191210017,60
191210023,90
191220002,90
191230010,120
191310042,240
191320009,0
191320015,105
191340002,180
191410022,90
191410031,90
191450002,90
191620002,90
191650007,60
191650008,90
192130007,60
192150030,60
192210016,90
192220012,135
192250010,60
192250012,90
192320023,90
192350001,60
192440003,60
192510027,15
192520007,90
192550005,60
192610006,135
192710007,75
192710024,90
192720022,300
192810027,135
192830001,60
193630004,60
194110019,30
194110020,90
194120012,60
194120037,60
194120039,60
194120040,90
194120041,150
194130003,60
194140006,120
194250025,150
194310026,60
194310027,60
194320011,60
194320016,60
194320019,45
194320021,60
194330012,60
194330017,60
194330025,150
194330026,60
194340002,15
194410032,60
194410040,120
194410042,120
194430008,105
194440007,150
194450007,120
194510017,15
194510019,60
194520009,60
194610007,30
194610017,60
194610018,60
194610019,150
194630019,90
194650002,15
194810007,60
194810023,150
194830002,90
194850011,60
194850015,120
196320004,60
198120046,60
198120054,0
198150045,30
198150059,120
198150062,60
198150068,165
198210047,60
198230020,120
198230022,120
198230024,75
198310038,135
198330008,60
198410083,0
198410084,60
198410088,150
198450007,60
198510034,75
198520005,60
198520025,45
198610037,165
198610038,90
198650005,90
198710031,45
198710034,0
198720021,60
198850028,15
198850033,90
199120006,120
199120009,60
199550001,60
200110003,90
200110016,60
200120027,90
200120033,75
200120034,60
200120037,120
200130007,75
200150003,90
200210012,60
200210032,120
200220007,60
200350003,60
200410042,60
200410057,60
200410060,90
200450003,15
200510023,60
200510030,75
200610009,60
200620005,90
200720012,90
200730005,105
200810024,60
200850018,90
201120024,60
201210023,30
201220001,45
201220011,60
201250016,45
201310009,45
201310024,120
201320004,90
201320017,45
201430004,90
201430007,75
201610002,45
201710020,90
201730007,90
201750005,30
202110006,60
202120014,90
202210015,120
202220005,60
202220007,30
202250007,15
202250008,60
202250018,90
202310008,135
202510010,120
202520003,105
202550002,30
202610007,60
202610010,135
202620001,90
202720013,30
202720014,60
202750008,135
202810018,60
202850008,30
203120007,60
203120010,75
203130003,75
203150012,75
203150016,60
203150024,60
203150033,45
203210019,60
203410011,75
203410034,90
203440006,225
203510026,60
203520010,90
203620001,75
203650008,60
203730004,0
203750005,120
204120018,90
204130003,90
204150003,60
204210024,120
204220004,120
204310013,120
204440002,90
204450003,165
204510005,60
204620006,90
204630006,135
205120009,120
205250005,90
205330005,90
205340002,150
205410012,150
205810004,90
205850002,90
207110007,75
207120012,60
207130008,75
207310008,60
207410026,90
207430005,120
207610009,60
207620002,75
207650006,180
207710014,90
207720011,75
207810026,180
207850008,90
208410021,150
208410022,60
208710008,90
209110013,90
209110014,90
209130002,60
209130007,60
209130010,60
209150015,60
209150022,60
209210014,120
209210017,120
209220006,75
209220011,150
209230004,180
209250013,210
209310010,60
209320016,60
209320018,60
209330009,60
209410022,120
209410023,150
209410024,45
209410025,90
209520006,30
209550003,60
209610011,60
209610014,75
209610015,90
209630004,60
209630011,60
209630013,60
209720004,60
209720008,75
209720009,120
209720011,60
209750007,60
209810001,60
209810014,60
209810018,135
209810019,120
209810020,90
209850003,0
209850007,60
209850008,60
210210002,150
210210022,90
210230003,180
210510009,90
210650007,240
210720015,60
210720023,180
211120034,120
211120038,60
211120039,120
211150032,60
211210014,45
211210035,255
211230009,90
211250012,90
211310021,150
211310023,240
211320015,165
211320017,150
211320018,60
211410037,15
211410046,120
211410048,90
211430005,60
211510032,120
211550006,60
211610018,60
211620015,120
211630004,30
211630029,90
211710009,30
211710017,240
211750008,0
211810001,60
211810016,60
211850011,60
212110019,240
212120027,45
212120046,90
212130004,120
212150033,90
212220004,90
212310033,60
212350003,120
212410038,90
212430002,120
212610011,120
212720006,15
212810012,90
212810018,120
213150003,90
213210019,30
213230006,210
213330001,60
213410021,60
213450008,270
213510011,60
213520003,30
213520004,90
213610010,105
213620008,60
213620010,150
213630006,60
213710003,90
213710008,120
213710009,180
213730003,270
213750002,60
213750003,210
213810011,60
213850001,90
213940001,120
214110003,135
214150012,135
214210007,105
214310007,245
214410005,95
214410017,105
214510002,105
214510003,60
214510004,60
214510005,90
214750005,180
215220012,75
215310007,180
215510001,30
215510017,150
215630014,210
215720001,90
215730001,30
215810004,90
215810010,90
216150012,60
216150015,180
216230002,60
216250004,90
216330004,150
216510008,165
216750003,90
216810003,120
216810008,90
216850003,60
217120002,140
217120003,75
217220003,210
217330003,75
217510005,225
217510008,90
217610002,175
217710007,90
217810010,90
217850001,30
218120004,60
218220002,60
218430002,60
218550003,60
218720006,60
218730003,30
218810004,60
219110018,150
219120030,90
219120037,90
219130005,30
219130007,60
219230012,75
219230015,135
219250018,60
219250020,60
219250028,60
219310012,90
219320017,60
219330005,60
219330012,60
219410002,60
219410031,30
219520002,90
219550003,60
219620008,195
219710006,60
219710007,15
219750002,60
219810013,60
219850001,60
220110015,105
220120009,30
220120020,45
220150032,60
220210025,105
220210026,270
220220007,150
220230007,75
220310029,120
220320010,60
220330018,75
220440001,45
220510009,120
220510019,30
220610011,105
220710002,240
220710019,165
220720008,60
220730003,285
220810013,60
220810020,180
220810022,60
220910004,90
221110006,165
221120010,60
221120012,45
221120014,60
221150005,120
221150007,120
221150008,180
221210009,105
221220001,60
221230005,90
221250003,60
221310006,90
221320005,60
221320015,120
221320016,90
221330001,60
221410010,120
221450002,60
221510001,60
221510004,105
221520002,120
221620004,150
221650001,60
221710005,60
221710006,60
221720005,120
221730002,30
221810003,60
221810006,90
221810007,60
221810008,60
221850002,30
222110009,60
222210012,120
222310012,60
222320009,0
222430004,45
222440003,60
222450002,0
222540003,0
222550001,75
222630007,180
222710006,90
222730002,180
222730003,60
222810010,30
222810014,60
222810015,60
222850005,75
224120015,270
224130009,90
224150016,60
224220005,120
224250006,120
224310008,120
224410015,150
224430001,90
224510018,150
224510020,240
224520003,30
224610005,60
224610006,60
224710007,120
224710009,270
224720006,45
224730005,120
224750005,60
224810014,150
224850008,180
225110025,60
225110027,60
225120035,45
225120037,60
225120056,120
225130007,90
225140004,60
225150038,195
225210013,60
225230011,45
225310005,45
225310060,90
225310077,90
225310079,120
225410026,60
225450014,60
225510014,90
225530002,210
225710005,90
225720005,45
225720008,225
229250004,60
229410011,180
229520002,60
229610007,210
229910001,15
230310002,60
230330004,90
230410003,120
230650001,120
230710003,150
231130005,60
231140003,60
231210007,60
231250003,135
231250006,240
231410006,60
231550001,120
231810008,60
234110007,90
234130002,60
234150004,60
234210007,150
234210011,360
234230004,105
234310004,45
234320002,45
234410001,105
234510001,60
234520002,150
234610004,60
234620003,60
234630002,120
234630003,60
234650002,45
234710001,135
234720004,60
235110008,60
235120017,120
235130001,90
235150013,90
235210005,60
235210006,60
235210018,90
235310013,60
235310017,180
235330004,90
235350001,90
235520004,90
235610009,60
235610012,90
235710001,60
235750001,60
235810006,120
235810021,90
236120017,60
236150016,90
236230002,30
236230005,60
236230006,90
236250003,60
236310003,60
236310006,15
236310010,30
236330005,165
236430001,60
236440001,60
236510012,90
236550001,60
236630009,60
236630012,150
236720005,60
236850003,165
238150001,90
238150002,90
238210001,60
238220001,90
238250001,90
238310001,90
238350001,105
238720001,90
238730001,105
238910001,150
240110001,60
240120007,75
240150004,60
240150005,195
240220001,75
240330001,105
240410006,180
240620005,90
241110002,90
241110004,150
241120010,150
241140002,135
241150008,30
241220002,90
241310002,60
241310006,135
241330001,120
241410013,120
241510006,60
241610001,60
241630004,60
241630007,30
241630008,90
241650002,90
241720001,90
241720007,60
246320007,210
248230001,120
248230004,90
248310001,75
248450002,30
248610001,90
252140001,90
252320001,90
252810001,120
258250005,60
258310002,90
258510001,135
T00217235,60
T00248274,60
T00251747,60
T00256629,90
T00257340,60
T00257599,60
T00258109,120
T00258573,90
T00259090,120
T00259580,90
T00259794,90
T00259825,90
T00259924,90
T00259953,90
T00260059,90
T00260188,90
T00260203,60
T00260410,90
T00260445,120
T00260658,105
T00260801,120
T00261017,60
T00261033,60
T00261132,60
T00261261,60
T00261266,60
T00261303,30
T00261331,90
T00261337,60
T00261416,90
T00261421,60
T00261529,90
T00261552,90
T00261566,90
T00261585,60
T00261606,60
T00261620,60
T00261628,60
T00261643,60
