,顧客ID,商品コード,売上単価,数量,売上,明細ID
7025,63252299,200006,8640,1,8640,1090000496801
7034,63252324,1A1501,105840,1,105840,630000724432
7036,63252324,1B2201,28080,1,28080,630000724434
7059,63312349,200006,8640,1,8640,630000722781
7074,63322307,1A1501,105840,1,105840,630000726031
7078,63322307,1B2201,28080,1,28080,630000726035
7089,63332120,200006,8640,1,8640,630000731251
7096,63332178,200071,16200,1,16200,630000723071
7099,63332182,200071,16200,1,16200,630000724551
7105,63342050,200006,8640,1,8640,630000730721
7109,63412255,200071,16200,1,16200,630000728621
7122,63412633,1B2201,28080,1,28080,630000724972
7135,63412691,1B2201,28080,1,28080,630000730663
7154,63412702,1A1501,105840,1,105840,630000724792
7156,63422017,1B2201,28080,1,28080,20001632221
7163,63422034,1B2201,28080,1,28080,630000726344
7176,63452127,200071,16200,1,16200,630000723471
7183,63452171,1A1501,105840,1,105840,630000728321
7184,63452171,1B2201,28080,1,28080,630000728322
7194,63512288,1B2201,28080,1,28080,630000728443
7201,63512395,200006,8640,1,8640,630000727191
7224,63512512,1A1601,82080,1,82080,630000726191
7232,63512513,200071,16200,1,16200,630000724521
7260,63522226,1A1501,105840,1,105840,630000726682
7262,63522226,1B2201,28080,1,28080,630000726684
7271,63522227,1A1501,105840,1,105840,630000727311
7290,63522229,1A1501,105840,1,105840,630000730771
7292,63532008,200071,16200,1,16200,630000727021
7294,63542012,200006,8640,1,8640,630000727582
7298,63612201,200006,8640,1,8640,630000730351
7309,63612376,200006,8640,1,8640,630000723412
7313,63612378,1A1501,105840,1,105840,630000726102
7331,63622215,200006,8640,1,8640,630000725211
7352,63622224,1A1501,105840,1,105840,630000724562
7359,63632314,1B2201,28080,1,28080,630000726421
7383,63652067,200006,8640,1,8640,630000731931
7386,63652083,200006,8640,1,8640,630000730631
7390,63652098,200071,16200,1,16200,630000729911
7395,63712255,200006,8640,1,8640,560000099851
7415,63712442,200006,8640,1,8640,630000725991
7420,63722034,200006,8640,1,8640,630000724481
7438,63722315,1A1601,82080,1,82080,630000724692
7451,63722316,1A1501,105840,1,105840,630000724132
7463,63722317,200006,8640,1,8640,630000731271
7475,63722318,200071,16200,1,16200,630000730361
7482,63812201,1B2201,28080,1,28080,630000731131
7508,63812498,1A1601,82080,1,82080,630000723002
7526,63852215,200006,8640,1,8640,630000727301
7528,63852215,200006,8640,1,8640,630000731361
7542,63912112,200071,16200,1,16200,630000724101
7545,63912112,1A1501,105840,1,105840,630000726431
7570,65152007,1B2201,28080,1,28080,650000070385
7573,65212056,200006,8640,1,8640,650000070151
7583,65312078,200071,16200,1,16200,650000070801
7593,65412067,1A1601,82080,1,82080,650000070311
7602,65412068,200006,8640,1,8640,650000070511
7606,65522011,200006,8640,1,8640,160000636421
7612,66112129,1B2201,28080,1,28080,660000217243
7618,66122158,1A1501,105840,1,105840,660000217191
7638,66152136,1B2201,28080,1,28080,660000218193
7642,66152174,200006,8640,1,8640,660000216972
7669,66252068,1B2201,28080,1,28080,660000216911
7679,66252123,200071,16200,1,16200,660000216571
7700,66322098,1B2201,28080,1,28080,660000218621
7711,66322100,1B2201,28080,1,28080,660000217783
7741,66612084,1B2201,28080,1,28080,660000218161
7747,66622060,1B2201,28080,1,28080,660000217734
7761,66652041,1B2201,28080,1,28080,660000216931
7772,66722081,1B2201,28080,1,28080,660000217983
7794,66812111,200006,8640,1,8640,660000217521
7799,66812115,200006,8640,1,8640,660000217563
7806,67122051,200006,8640,1,8640,670000087263
7807,67152064,200006,8640,1,8640,670000087671
7818,68004140,1B2201,28080,1,28080,680000436262
7822,68004360,200071,16200,1,16200,680000436742
7824,68004900,200071,16200,1,16200,380000322821
7834,68005553,1A1601,82080,1,82080,680000435411
7854,68005619,1A1501,105840,1,105840,680000435551
7929,68005671,1A1601,82080,1,82080,680000436491
7945,68005673,1A1501,105840,1,105840,680000435612
7969,68005698,1A1501,105840,1,105840,680000436272
7977,68005707,200071,16200,1,16200,680000436591
7980,68005709,1A1501,105840,1,105840,680000436531
7981,68005709,1B2201,28080,1,28080,680000436532
8002,69322014,1B2201,28080,1,28080,1370000029482
8005,69412115,200006,8640,1,8640,30000234461
8013,69612026,1B2201,28080,1,28080,160000638191
8018,69722036,200006,8640,1,8640,30000235911
8019,69812067,200071,16200,1,16200,390000124111
8024,69812096,200006,8640,1,8640,1370000029431
8025,69830002,1B2201,28080,1,28080,1370000029801
8031,70112038,200006,8640,1,8640,280000298571
8051,70122049,200006,8640,1,8640,20001634241
8064,70132011,200071,16200,1,16200,700000340724
8174,71122165,200071,16200,1,16200,710000189362
8188,71152150,1A1501,105840,1,105840,710000191167
8189,71152150,1B2201,28080,1,28080,710000191168
8197,71152152,1A1601,82080,1,82080,710000189681
8222,71212157,200006,8640,1,8640,710000190961
8225,71252084,1A1501,105840,1,105840,710000188701
8238,71252085,1A1501,105840,1,105840,710000190101
8248,71252085,1B2201,28080,1,28080,710000190111
8252,71312077,1A1501,105840,1,105840,710000189011
8270,71322070,200006,8640,1,8640,710000190361
8276,71412052,1B2201,28080,1,28080,710000189054
8283,71412063,200071,16200,1,16200,710000189951
8285,71412105,1B2201,28080,1,28080,900000103151
8296,71512125,200006,8640,1,8640,710000189741
8299,71552031,200006,8640,1,8640,710000190041
8311,71612077,1A1501,105840,1,105840,710000190401
8329,71622054,200006,8640,1,8640,710000190621
8337,71712065,1B2201,28080,1,28080,710000190581
8352,71732030,1A1501,105840,1,105840,710000189321
8361,71732030,1B2201,28080,1,28080,710000189330
8372,71752023,1A1501,105840,1,105840,710000191222
8381,71852026,1A1501,105840,1,105840,710000189941
8393,71852026,1B2201,28080,1,28080,710000189953
8395,71852027,200006,8640,1,8640,710000190901
8398,72112042,200006,8640,1,8640,380000322791
8400,72112051,200071,16200,1,16200,720000098561
8426,72212090,1A1501,105840,1,105840,720000099252
8427,72212090,1B2201,28080,1,28080,720000099253
8435,72252069,1A1501,105840,1,105840,720000099131
8437,72252069,1B2201,28080,1,28080,720000099133
8440,72332060,1B2201,28080,1,28080,720000098952
8445,72512054,200006,8640,1,8640,720000098231
8472,73122114,200006,8640,1,8640,730000108601
8477,73152103,200006,8640,1,8640,730000109641
8482,73222043,200006,8640,1,8640,730000108801
8484,73252068,200006,8640,1,8640,730000108092
8485,73252068,200071,16200,1,16200,730000108093
8488,73252068,200071,16200,1,16200,730000109391
8499,73412113,200071,16200,1,16200,730000109132
8503,73552024,200071,16200,1,16200,730000108682
8506,73712025,200006,8640,1,8640,730000108641
8508,73752016,200006,8640,1,8640,1430000222831
8509,73852020,200006,8640,1,8640,730000109081
8511,73852035,200006,8640,1,8640,730000109271
8513,75112061,200006,8640,1,8640,70000144701
8531,75222033,1A1501,105840,1,105840,750000086251
8544,75252039,200006,8640,1,8640,2220000016321
8548,75322009,200006,8640,1,8640,750000086571
8564,75732021,200006,8640,1,8640,750000086851
8568,75852037,200006,8640,1,8640,560000099571
8569,75852039,200006,8640,1,8640,2220000015161
8572,76112050,1A1501,105840,1,105840,760000121692
8594,76312056,200006,8640,1,8640,760000121781
8597,76522038,200006,8640,1,8640,1090000496881
8618,78112010,1B2201,28080,1,28080,780000193321
8624,78112074,1A1601,82080,1,82080,780000193181
8632,78122095,1B2201,28080,1,28080,140000854011
8641,78132049,200006,8640,1,8640,780000193102
8667,78332048,200006,8640,1,8640,780000193133
8680,78412164,200006,8640,1,8640,780000192352
8682,78512074,1B2201,28080,1,28080,780000193951
8693,78612086,200071,16200,1,16200,780000193922
8713,78632067,200071,16200,1,16200,780000192622
8719,78812051,200071,16200,1,16200,780000193861
8722,80212066,200006,8640,1,8640,680000436661
8729,81112052,1B2201,28080,1,28080,1770000186461
8742,82112021,200006,8640,1,8640,2350000008261
8754,82312100,200006,8640,1,8640,820000261601
8766,82522030,200006,8640,1,8640,820000263481
8770,82552016,1A1501,105840,1,105840,820000264622
8772,82552016,1B2201,28080,1,28080,820000264624
8774,82622033,200071,16200,1,16200,820000264861
8778,82912004,200006,8640,1,8640,820000262821
8791,83132026,1A1501,105840,1,105840,830000116692
8813,83212100,1B2201,28080,1,28080,830000116426
8814,83222072,1A1501,105840,1,105840,830000116121
8830,83322078,1A1501,105840,1,105840,830000117262
8832,83322078,1B2201,28080,1,28080,830000117264
8864,83912021,200071,16200,1,16200,830000116631
8874,84122071,1A1501,105840,1,105840,840000115302
8877,84122071,1B2201,28080,1,28080,840000115305
8889,84132013,1B2201,28080,1,28080,840000114165
8941,84252052,1B2201,28080,1,28080,840000115894
8949,84322048,200006,8640,1,8640,840000115951
8965,84440003,1B2201,28080,1,28080,840000114099
8978,84440008,1A1501,105840,1,105840,840000115791
8980,84440008,1B2201,28080,1,28080,840000115793
8991,84512056,1B2201,28080,1,28080,840000113081
9017,84730007,200006,8640,1,8640,840000114481
9030,84812062,1A1501,105840,1,105840,840000115432
9031,84812062,1B2201,28080,1,28080,840000115433
9035,84912009,1B2201,28080,1,28080,840000114831
9043,85110020,1B2201,28080,1,28080,850000606894
9047,85110050,1A1501,105840,1,105840,850000605992
9049,85110050,1B2201,28080,1,28080,850000605994
9081,85220054,1A1601,82080,1,82080,850000608071
9084,85220054,1B2201,28080,1,28080,850000608074
9089,85250064,1A1501,105840,1,105840,850000608621
9091,85250064,1B2201,28080,1,28080,850000608623
9109,85440011,200006,8640,1,8640,630000726291
9111,85450010,200006,8640,1,8640,850000606941
9118,85520032,1B2201,28080,1,28080,850000603291
9140,85620058,1A1501,105840,1,105840,850000609232
9142,85620058,1B2201,28080,1,28080,850000609234
9150,85630001,1B2201,28080,1,28080,850000607991
9179,85730023,1A1501,105840,1,105840,850000607002
9181,85730023,1B2201,28080,1,28080,850000607004
9205,85850048,1B2201,28080,1,28080,850000608892
9219,85910018,1B2201,28080,1,28080,840000115991
9227,86110048,1A1501,105840,1,105840,860000103061
9229,86110048,1B2201,28080,1,28080,860000103063
9232,86120007,1B2201,28080,1,28080,860000101982
9255,86120099,200006,8640,1,8640,860000101991
9257,86120099,1B2201,28080,1,28080,860000101993
9273,86210007,200006,8640,1,8640,860000102971
9284,86250024,1B2201,28080,1,28080,860000101301
9292,86250029,200006,8640,1,8640,860000102201
9294,86310004,200006,8640,1,8640,860000103131
9304,86330001,1B2201,28080,1,28080,860000102171
9309,86330013,1B2201,28080,1,28080,860000102321
9320,86450017,200071,16200,1,16200,860000102901
9345,86510062,200071,16200,1,16200,860000101351
9349,86510062,1A1601,82080,1,82080,860000102381
9352,86510063,1A1501,105840,1,105840,860000102402
9353,86510063,1B2201,28080,1,28080,860000102403
9404,86710058,200006,8640,1,8640,860000102681
9414,86710067,1A1501,105840,-1,-105840,860000101941
9417,86710067,1A1501,105840,1,105840,860000101951
9428,86810015,200006,8640,1,8640,860000102291
9436,86810065,200006,8640,1,8640,860000101681
9437,86810065,200071,16200,1,16200,860000101682
9450,86810110,1A1501,105840,1,105840,860000102062
9463,86810111,1A1501,105840,1,105840,860000103152
9465,86810111,1B2201,28080,1,28080,860000103154
9471,86850052,200006,8640,1,8640,860000102111
9489,87212140,200071,16200,1,16200,870000093612
9495,87322072,200071,16200,1,16200,870000093291
9501,87412075,1B2201,28080,1,28080,1490000095702
9503,87412105,1B2201,28080,1,28080,870000093461
9507,87412135,200006,8640,1,8640,870000093301
9509,87452035,200006,8640,1,8640,870000093801
9513,87512045,200006,8640,1,8640,870000093621
9514,87522039,1A1601,82080,1,82080,870000093331
9524,87612065,200006,8640,1,8640,870000093201
9526,87722045,200006,8640,1,8640,1490000097591
9528,88112034,1A1501,105840,1,105840,880000050772
9530,88112034,1B2201,28080,1,28080,880000050774
9532,88152022,200006,8640,1,8640,1430000220551
9545,88212044,200071,16200,1,16200,880000050351
9550,88220018,1A1501,105840,1,105840,880000050841
9552,88220018,1B2201,28080,1,28080,880000050843
9573,88912004,200006,8640,1,8640,880000050891
9581,89150054,1B2201,28080,1,28080,890000085161
9596,89320043,200006,8640,1,8640,890000084871
9599,89410084,200006,8640,1,8640,630000725041
9611,89430029,1A1601,82080,1,82080,890000083932
9622,89510064,1A1501,105840,1,105840,890000084531
9629,89510064,200006,8640,1,8640,890000085314
9652,89710065,1A1601,82080,1,82080,890000085222
9654,89710065,1B2201,28080,1,28080,890000085224
9655,89720038,200006,8640,1,8640,890000083841
9668,90120123,1B2201,28080,1,28080,900000103144
9670,90120125,1A1501,105840,1,105840,900000101742
9684,90120126,1A1501,105840,1,105840,900000102221
9685,90120126,1B2201,28080,1,28080,900000102222
9699,90150095,200006,8640,1,8640,900000102371
9706,90210136,1B2201,28080,1,28080,900000101881
9708,90210136,1A1501,105840,1,105840,900000101883
9712,90250064,200071,16200,1,16200,900000102681
9716,90320037,200006,8640,1,8640,900000102672
9729,90510060,1B2201,28080,1,28080,900000102744
9741,90620036,1A1501,105840,1,105840,900000103373
9742,90620036,1B2201,28080,1,28080,900000103374
9761,92252035,200006,8640,1,8640,920000067462
9777,92512062,1B2201,28080,1,28080,630000726973
9792,93122216,1A1501,105840,1,105840,930000121191
9795,93122216,1B2201,28080,1,28080,930000121194
9806,93222093,1A1501,105840,1,105840,2380000000241
9808,93222093,1B2201,28080,1,28080,2380000000243
9829,93322063,1B2201,28080,1,28080,570000078884
9835,93412186,200071,16200,1,16200,2110000022461
9845,93512144,1A1501,105840,1,105840,930000120782
9863,93612111,1A1501,105840,1,105840,930000121422
9865,93612111,1B2201,28080,1,28080,930000121424
9880,93712105,1B2201,28080,1,28080,930000121082
9895,93752047,1B2201,28080,1,28080,1770000187902
9903,94130027,1A1501,105840,1,105840,940000083081
9919,94152055,1B2201,28080,1,28080,940000083616
9926,94152061,1A1501,105840,1,105840,940000081893
9927,94152061,1B2201,28080,1,28080,940000081894
9944,94232019,1A1501,105840,1,105840,940000083192
9946,94232019,1B2201,28080,1,28080,940000083194
9966,94412054,1B2201,28080,1,28080,940000083455
9978,94632014,1B2201,28080,1,28080,940000082443
10017,96120027,200006,8640,1,8640,960000071131
10024,96120049,1B2201,28080,1,28080,960000071661
10028,96120074,1A1601,82080,1,82080,960000070901
10051,96220026,1B2201,28080,1,28080,960000072363
10068,96310066,200006,8640,1,8640,960000071591
10072,96310067,200006,8640,1,8640,960000071821
10079,96410010,200071,16200,1,16200,960000071521
10088,96410072,1A1601,82080,1,82080,960000072142
10100,96620017,200071,16200,1,16200,960000072081
10112,96720001,1B2201,28080,1,28080,960000071285
10120,96850032,200071,16200,1,16200,960000071941
10123,97110005,200006,8640,1,8640,380000322021
10126,97130002,200006,8640,1,8640,1940000025991
10129,97750003,200006,8640,1,8640,1940000026511
10130,98152009,200006,8640,1,8640,1430000221491
10139,98152045,1A1501,105840,1,105840,980000034662
10151,99110063,1B2201,28080,1,28080,990000147322
10157,99110064,1B2201,28080,1,28080,990000149523
10190,99220026,200006,8640,1,8640,990000148761
10205,99310146,200006,8640,1,8640,990000148721
10212,99330084,200006,8640,1,8640,990000148661
10228,99610047,200006,8640,1,8640,990000148551
10231,99610050,1A1501,105840,1,105840,990000148282
10232,99610050,1B2201,28080,1,28080,990000148283
10250,99630046,1B2201,28080,1,28080,990000148812
10256,99650011,1A1501,105840,1,105840,990000147772
10257,99650011,1B2201,28080,1,28080,990000147773
10275,99750036,200071,16200,1,16200,990000148691
10283,99910008,200006,8640,1,8640,990000147251
10290,101110050,1A1601,82080,1,82080,20001631871
10296,101120011,1B2201,28080,1,28080,1010000055951
10303,101120078,200006,8640,1,8640,1010000056302
10309,101150075,200071,16200,1,16200,1430000219331
10315,101250054,200071,16200,1,16200,100001129501
10323,101310047,200071,16200,1,16200,650000070303
10332,101410031,200006,8640,1,8640,1010000056181
10340,101540004,200006,8640,1,8640,1010000055611
10342,101630021,200006,8640,1,8640,1010000056031
10439,104710127,200006,8640,1,8640,1040000427201
10441,104710127,200071,16200,1,16200,1040000427203
10443,104730024,1B2201,28080,1,28080,1430000222721
10459,108150037,200006,8640,1,8640,1080000033191
10464,108310018,200006,8640,1,8640,1080000033081
10467,108410069,1A1601,82080,1,82080,730000108031
10481,108650006,200006,8640,1,8640,1080000033021
10490,109110062,1B2201,28080,1,28080,1090000497524
10500,109310083,200071,16200,1,16200,1090000498522
10506,109310083,200071,16200,1,16200,1090000501331
10521,109620063,200071,16200,1,16200,1090000499451
10524,110120047,200006,8640,1,8640,1100000050441
10526,110120047,200071,16200,1,16200,1100000050561
10545,110810028,200006,8640,1,8640,1100000050461
10554,111130008,200006,8640,1,8640,1110000055261
10566,111130014,1A1501,105840,1,105840,1110000054312
10574,111130014,1B2201,28080,1,28080,1110000054320
10580,111230018,1A1501,105840,1,105840,1110000054071
10583,111230018,1B2201,28080,1,28080,1110000054074
10592,111310042,1A1501,105840,1,105840,320000506841
10594,111310042,1B2201,28080,1,28080,320000506843
10621,111630014,1A1501,105840,1,105840,1110000055111
10626,111710020,1A1601,82080,1,82080,1110000054062
10641,112150022,200006,8640,1,8640,1120000059171
10653,112330013,200006,8640,1,8640,1120000058831
10655,112340004,200006,8640,1,8640,1120000057711
10672,113110026,200071,16200,1,16200,1130000059102
10676,113120002,1B2201,28080,1,28080,1990000010651
10704,113630020,200006,8640,1,8640,1130000058951
10711,116110005,1B2201,28080,1,28080,1160000006061
10726,117110002,200071,16200,1,16200,1700000056961
10727,117150050,200006,8640,1,8640,1170000050821
10736,117450011,200006,8640,1,8640,600000132581
10741,118630008,200071,16200,1,16200,1180000016711
10752,119120046,1B2201,28080,1,28080,780000193782
10771,119150173,1A1501,105840,1,105840,1190000249862
10773,119150173,1B2201,28080,1,28080,1190000249864
10784,119150177,1A1501,105840,1,105840,1190000250902
10809,119250076,1A1601,82080,1,82080,1190000249642
10812,119250076,1B2201,28080,1,28080,1190000249645
10824,119310097,200071,16200,1,16200,1190000249691
10828,119330101,200071,16200,1,16200,1190000250391
10855,119410112,200006,8640,1,8640,1190000252081
10856,119410112,200006,8640,0,0,1190000252871
10861,119410113,1A1501,105840,1,105840,1190000251782
10865,119410113,1B2201,28080,1,28080,1190000251786
10881,119450036,1A1601,82080,1,82080,1190000251032
10885,119450036,1B2201,28080,1,28080,1190000251036
10936,120110101,1B2201,28080,1,28080,560000099765
10942,120110124,200071,16200,1,16200,1200000288701
10945,120120201,1B2201,28080,1,28080,530000900751
10951,120120207,1A1501,105840,1,105840,1200000288931
10952,120120207,1B2201,28080,1,28080,1200000288932
10964,120150075,200071,16200,1,16200,380000322091
10966,120150104,1B2201,28080,1,28080,2240000011482
10972,120150120,200071,16200,1,16200,20001638111
10977,120150192,1A1501,105840,1,105840,1200000287491
10983,120150192,1B2201,28080,1,28080,1200000287497
10988,120150193,1A1501,105840,1,105840,1200000288711
10993,120150193,1B2201,28080,1,28080,1200000288716
11008,120220074,200071,16200,1,16200,1430000224241
11018,120220078,1B2201,28080,1,28080,530000901222
11021,120230051,1B2201,28080,1,28080,700000341191
11030,120250136,1A1501,105840,1,105840,1200000288471
11046,120320089,1B2201,28080,1,28080,1200000288672
11065,120410123,1B2201,28080,1,28080,1200000288593
11073,120410160,1B2201,28080,1,28080,1040000424971
11078,120410185,1B2201,28080,1,28080,530000898731
11105,120510031,1B2201,28080,1,28080,1200000288337
11112,120510065,200006,8640,1,8640,650000070681
11122,120510129,1B2201,28080,1,28080,1200000288872
11127,120630022,1B2201,28080,1,28080,30000235942
11135,120720065,200071,16200,1,16200,530000896811
11137,120720087,1A1501,105840,1,105840,1120000058211
11140,120720087,1B2201,28080,1,28080,1120000058214
11148,120730016,1B2201,28080,1,28080,530000900891
11161,120810052,1B2201,28080,2,56160,1200000288902
11174,120810120,1A1501,105840,1,105840,1200000287752
11175,120810120,1B2201,28080,1,28080,1200000287753
11185,120910050,1A1501,105840,1,105840,1200000288081
11200,121220018,200006,8640,1,8640,120000239681
11205,121410050,1B2201,28080,1,28080,1210000030801
11217,122250074,200071,16200,1,16200,1220000042532
11218,122250074,200006,8640,1,8640,1220000042533
11224,122410058,200071,16200,1,16200,1220000042351
11227,122410058,200006,8640,1,8640,1220000042641
11234,122410059,1A1501,105840,1,105840,1220000042421
11248,122620011,1B2201,28080,1,28080,1220000042971
11266,124250075,1A1501,105840,1,105840,1240000077882
11298,124410105,1A1501,105840,1,105840,1240000077992
11299,124410105,1B2201,28080,1,28080,1240000077993
11312,124430012,200071,16200,1,16200,1240000078101
11317,124620033,1A1501,105840,1,105840,1240000078162
11323,124630071,1B2201,28080,1,28080,1240000077982
11333,124730015,200071,16200,2,32400,1240000078242
11345,124810100,1A1601,82080,1,82080,1240000078472
11351,125630015,1A1601,82080,1,82080,1250000042052
11360,125810032,200071,16200,1,16200,1250000042561
11368,126330010,200006,8640,1,8640,1260000012221
11375,126610011,1A1501,105840,1,105840,1260000012262
11376,126610011,1B2201,28080,1,28080,1260000012263
11391,126730001,1B2201,28080,1,28080,1260000012363
11397,127150042,200071,16200,1,16200,1040000432181
11408,127450002,1B2201,28080,1,28080,550000201842
11413,128110003,200006,8640,1,8640,1280000031661
11418,128120046,200006,8640,1,8640,1280000031151
11425,128120052,1A1601,82080,1,82080,1280000031161
11439,128230011,200006,8640,1,8640,1280000031201
11445,128250005,200006,8640,1,8640,1280000031121
11448,128250028,200006,8640,1,8640,1280000031391
11459,128810026,1B2201,28080,1,28080,1280000031453
11468,129310032,200006,8640,1,8640,1290000052721
11470,129310035,200071,16200,1,16200,1290000051981
11493,129410023,1B2201,28080,1,28080,1290000052316
11506,129550007,200006,8640,1,8640,1290000052271
11518,131230012,200071,16200,1,16200,1310000051962
11527,131310029,1B2201,28080,1,28080,60000736701
11544,131710020,200006,8640,1,8640,1310000052481
11559,131720019,1B2201,28080,1,28080,1310000052248
11560,131720019,1A1501,105840,1,105840,1310000052249
11562,131910002,200006,8640,1,8640,1310000051951
11566,132120012,1B2201,28080,1,28080,450000351521
11575,132220014,1B2201,28080,1,28080,1320000039315
11587,132810001,200006,8640,1,8640,700000340171
11593,133330019,1A1501,105840,1,105840,1330000051902
11603,133430024,1A1501,105840,1,105840,1330000052611
11612,133520007,1A1501,105840,1,105840,630000723032
11624,133630056,1A1501,105840,1,105840,1330000052852
11627,133650010,200006,8640,1,8640,1330000053001
11629,133710052,200071,16200,1,16200,930000121431
11638,134110024,1B2201,28080,1,28080,1340000090361
11659,134310064,1A1601,82080,1,82080,1340000091182
11661,134310064,1B2201,28080,1,28080,1340000091184
11692,134650030,200006,8640,1,8640,1340000091721
11711,135120117,200006,8640,1,8640,630000728963
11719,135130074,1A1501,105840,1,105840,1350000177432
11730,135130076,1A1501,105840,1,105840,1350000180752
11741,135320016,200006,8640,1,8640,1350000176491
11755,135410149,1A1501,105840,1,105840,1350000180831
11759,135450035,200071,16200,1,16200,1350000176161
11760,135450035,200006,8640,1,8640,1350000176162
11778,135550016,200006,8640,1,8640,1350000177561
11781,135630059,200006,8640,1,8640,1350000176091
11785,135710066,200071,16200,1,16200,1350000176181
11801,135810048,200006,8640,1,8640,1350000176921
11810,136110027,200006,8640,1,8640,1360000067321
11824,136150034,1B2201,28080,1,28080,1360000068141
11831,136150059,1A1501,105840,1,105840,1360000067612
11845,136220034,200071,16200,1,16200,1360000067841
11851,136230026,200071,16200,1,16200,1360000068202
11860,136310076,200071,16200,1,16200,1360000067872
11866,136510053,1A1501,105840,1,105840,1360000067332
11868,136510053,1B2201,28080,1,28080,1360000067334
11894,136630029,1B2201,28080,1,28080,1360000067675
11923,137150045,200006,8640,1,8640,1370000029541
11927,137220017,200071,16200,1,16200,1370000030131
11935,137250036,1B2201,28080,1,28080,1370000030061
11940,137250038,200071,16200,1,16200,1370000029881
11942,137330019,200006,8640,1,8640,1370000030181
11945,137410021,1B2201,28080,1,28080,1370000029602
11952,137520008,200006,8640,1,8640,1370000029922
11963,137610021,200006,8640,1,8640,1370000030111
11970,137750002,1B2201,28080,1,28080,390000124905
11991,138110010,200071,16200,1,16200,1380000018921
12000,138120029,200071,16200,1,16200,1380000018791
12004,138150033,200071,16200,1,16200,1380000018941
12012,138250016,200071,16200,1,16200,1380000018651
12022,138410028,1A1501,105840,1,105840,1380000018992
12027,138610017,1A1501,105840,1,105840,1380000019001
12028,138610017,1B2201,28080,1,28080,1380000019002
12032,138610021,1A1501,105840,1,105840,1380000018422
12044,138620004,1A1601,82080,1,82080,1380000019012
12052,138810007,1B2201,28080,1,28080,550000201871
12076,139250024,1B2201,28080,1,28080,280000298201
12077,139250024,1B2201,28080,1,28080,280000298202
12085,139440006,200006,8640,1,8640,930000120641
12093,139620020,1A1501,105840,1,105840,1390000034892
12094,139620020,1B2201,28080,1,28080,1390000034893
12122,140150033,200006,8640,1,8640,1400000052661
12166,140250032,1A1501,105840,1,105840,1400000052161
12178,140410064,200006,8640,1,8640,1400000053341
12193,140720023,1A1501,105840,1,105840,1400000052102
12212,141110017,1B2201,28080,1,28080,1410000034343
12238,141630023,1A1501,105840,1,105840,1410000034232
12249,141730004,200006,8640,1,8640,1410000034151
12254,143110135,200071,16200,1,16200,1430000222111
12257,143110147,200006,8640,1,8640,1430000223311
12264,143110180,1A1501,105840,1,105840,1430000224211
12271,143110181,1A1601,82080,1,82080,1430000225621
12284,143120151,200006,8640,1,8640,1430000226721
12292,143120235,200006,8640,1,8640,1430000219971
12293,143120240,1B2201,28080,1,28080,1430000221171
12321,143120275,200071,16200,1,16200,1430000221121
12329,143120276,1A1601,82080,1,82080,1430000223651
12350,143150179,200071,16200,1,16200,1430000224171
12356,143150182,200071,16200,1,16200,1430000221101
12358,143150238,1B2201,28080,1,28080,1430000223291
12364,143150274,1A1501,105840,1,105840,1430000220591
12365,143150274,1B2201,28080,1,28080,1430000220592
12374,143150277,1A1601,82080,1,82080,1430000222791
12381,143150278,200006,8640,1,8640,1430000222581
12385,143150280,200006,8640,1,8640,1430000224131
12407,143210213,200071,16200,1,16200,1430000223721
12422,143210234,1A1501,105840,1,105840,1430000221192
12433,143210235,200071,16200,1,16200,1430000222782
12445,143210239,200071,16200,1,16200,1430000224453
12449,143220032,200006,8640,1,8640,1430000223661
12450,143220032,200071,16200,1,16200,1430000223662
12452,143220070,1A1501,105840,1,105840,1370000030041
12460,143220080,200006,8640,1,8640,1430000224931
12463,143220081,200006,8640,1,8640,1430000225882
12476,143250169,200006,8640,1,8640,1430000223791
12479,143250171,1A1601,82080,1,82080,1430000225032
12484,143250172,200006,8640,1,8640,1430000224791
12487,143310050,200006,8640,1,8640,1430000219291
12489,143310172,200006,8640,1,8640,380000323261
12493,143310228,200006,8640,1,8640,1430000220461
12495,143310229,200006,8640,1,8640,1430000221361
12497,143310230,200006,8640,1,8640,1430000222261
12500,143310231,1A1601,82080,1,82080,1430000223781
12509,143310233,1A1501,105840,1,105840,1430000224251
12526,143310235,1A1601,82080,1,82080,1430000224812
12528,143310236,200071,16200,1,16200,1430000227171
12537,143320076,1B2201,28080,1,28080,1940000025901
12556,143320131,200006,8640,1,8640,1430000221551
12566,143320132,200006,8640,1,8640,1430000223391
12571,143320134,1A1501,105840,1,105840,1430000223692
12584,143330056,200006,8640,1,8640,1430000226831
12587,143330104,200006,8640,1,8640,1430000219801
12591,143330106,1B2201,28080,1,28080,1430000221392
12593,143330120,1A1501,105840,1,105840,1430000219191
12602,143330123,200071,16200,1,16200,1430000227131
12608,143350018,1A1601,82080,1,82080,1430000220231
12615,143350019,200071,16200,1,16200,1430000224501
12618,143410126,200006,8640,1,8640,1430000226401
12624,143410132,1B2201,28080,1,28080,1430000221951
12644,143410257,200006,8640,1,8640,1430000219961
12649,143410260,1A1601,82080,1,82080,1430000222741
12662,143420015,200006,8640,1,8640,1430000226221
12683,143510162,1A1601,82080,1,82080,1430000220862
12691,143510164,1A1501,105840,1,105840,1430000224402
12706,143520020,200006,8640,1,8640,2050000006171
12721,143550038,1A1501,105840,1,105840,1430000219482
12732,143610119,1B2201,28080,1,28080,1430000225811
