,Unnamed: 0_x,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア,施術時間_x,Unnamed: 0_y,キャンセル回数,Unnamed: 0_x,コンタクト回数,Unnamed: 0_y,問い合わせ回数,滞在時間,閲覧ページ総数,閲覧ページ数/セッション,指名回数_nan,指名回数_あり,指名回数_なし,指名回数_削除,指名回数_空欄,コース受諾回数_nan,コース受諾回数_あり,コース受諾回数_なし,コース受諾回数_削除,コース受諾回数_空欄,紹介カード受渡回数_nan,紹介カード受渡回数_あり,紹介カード受渡回数_なし,紹介カード受渡回数_空欄,治療送客回数_nan,治療送客回数_あり,治療送客回数_なし,治療送客回数_空欄,院長挨拶回数_nan,院長挨拶回数_あり,院長挨拶回数_なし,院長挨拶回数_空欄,施術時間_y,性別_nan,性別_女,性別_男,性別_空欄,携帯TEL_有,携帯TEL_無,携帯TEL_空欄,自宅TEL_有,自宅TEL_無,自宅TEL_空欄,携帯メール_有,携帯メール_無,携帯メール_空欄,PCメール_有,PCメール_無,PCメール_空欄,職業_nan,職業_その他,職業_パート・アルバイト,職業_主婦,職業_会社員,職業_学生,職業_自営業,職業_空欄,生年月日,登録区分_CC,登録区分_HP,登録区分_店舗,登録区分_空欄
124,104,2112528,400021,-864,1,-864,20001635062,0,60,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,105,2112528,300008,3240,1,3240,20001635063,0,60,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,106,2112528,600056,810,2,1620,20001635064,0,60,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,107,2112548,1B2201,28080,1,28080,1560000026161,4,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,108,2112548,1B2203,0,1,0,1560000026162,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,109,2112548,1B2209,0,1,0,1560000026163,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,110,2112548,1B2207,0,4,0,1560000026164,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,111,2112548,400543,-2268,2,-4536,1560000026165,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,112,2112548,200082,2268,2,4536,1560000026166,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,113,2112548,300004,540,1,540,1560000026167,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,114,2112548,300011,2160,1,2160,1560000026168,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,115,2112548,1B2295,0,1,0,1560000026169,0,150,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,116,2112659,200009,8640,1,8640,20001627841,0,60,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,117,2112660,000002,30,1,30,20001628221,0,45,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,118,2112660,1A1502,0,1,0,20001636321,0,45,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,119,2112676,200032,0,1,0,20001635391,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,120,2112676,1A1501,105840,1,105840,20001635392,5,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,121,2112676,1A1503,0,1,0,20001635393,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,122,2112676,1A1504,0,1,0,20001635394,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,123,2112676,000002,-10800,1,-10800,20001635395,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,124,2112676,1A1517,0,1,0,20001635396,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,125,2112676,1A1518,0,1,0,20001635397,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,126,2112676,1A1533,0,1,0,20001635398,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,127,2120096,1B2102,0,1,0,1430000221291,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,128,2120096,300004,540,1,540,1430000221292,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,129,2120206,200006,8640,1,8640,20001634771,1,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,130,2120206,300004,540,1,540,20001634772,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,131,2121269,1B2102,0,1,0,150000393531,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,132,2121295,1B2295,0,1,0,20001634001,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,133,2121295,1B2202,0,1,0,20001634002,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,134,2122338,200071,16200,1,16200,2050000006581,2,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,135,2122338,300013,1080,1,1080,2050000006582,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,136,2122348,200051,11880,1,11880,20001634781,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,137,2122348,400021,-1188,1,-1188,20001634782,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,138,2122348,1B2203,0,1,0,20001634783,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,139,2122348,300004,540,1,540,20001634784,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,140,2122348,1B1802,0,1,0,20001634785,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,141,2122348,400554,0,1,0,20001634786,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,142,2122348,400560,-123,1,-123,20001634787,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,143,2122348,600058,810,3,2430,20001634788,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,144,2122348,1B1801,38880,1,38880,20001634789,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,145,2122348,600096,2376,1,2376,20001634790,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,146,2122348,600029,1700,1,1700,20001634791,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,147,2122348,600019,1944,1,1944,20001634792,0,180,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,148,2122370,200006,8640,1,8640,380000323191,1,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,149,2122370,300004,540,1,540,380000323192,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,150,2122607,1B2202,0,1,0,20001636461,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,151,2122607,300014,5400,1,5400,20001636462,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,152,2122607,400555,-540,1,-540,20001636463,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,153,2122607,600001,391,5,1955,20001636464,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,154,2122607,053600013,529,1,529,20001636465,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,155,2122607,1B2201,28080,1,28080,20001636466,4,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,156,2122607,200080,1944,2,3888,20001636467,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,157,2122607,400543,-1944,2,-3888,20001636468,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,158,2122651,5A0014,0,1,0,20001635401,0,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,159,2122651,5A0028,0,1,0,20001635402,0,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,160,2122737,200006,8640,1,8640,380000322581,1,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,161,2122737,300004,540,1,540,380000322582,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,162,2122857,1B2102,0,1,0,60000736941,0,75,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,163,2122874,5A0029,0,1,0,20001634371,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,164,2122874,200073,8640,1,8640,20001634381,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,165,2122874,200006,8640,1,8640,20001634382,1,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,166,2122990,200006,8640,1,8640,1940000026781,1,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,167,2122990,300004,540,1,540,1940000026782,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,168,2123168,5A0014,0,1,0,20001629081,0,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,169,2123168,1B2201,28080,1,28080,20001635761,4,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,170,2123168,200082,2268,2,4536,20001635762,0,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,171,2123168,400543,-2268,2,-4536,20001635763,0,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,172,2123168,1B2202,0,1,0,20001635831,0,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,173,2123168,300011,2160,1,2160,20001635832,0,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,174,2123168,5A0023,0,1,0,530000900381,0,135,,,,,,,,,,4,0,0,0,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,175,2123189,200073,8640,1,8640,20001635021,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,176,2123189,300011,2160,1,2160,20001635022,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,177,2123189,300012,2160,1,2160,20001635023,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,178,2123189,400021,-1728,1,-1728,20001635024,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,179,2123192,300104,0,1,0,20001627851,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,180,2123192,1B2201,28080,1,28080,20001627852,4,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,181,2123192,1B2202,0,1,0,20001627853,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,182,2123192,1B2203,0,1,0,20001627854,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,183,2123192,300011,2160,1,2160,20001627855,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,184,2123192,300013,1080,1,1080,20001627856,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,185,2123192,200080,1944,2,3888,20001627857,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,186,2123192,400543,-1944,2,-3888,20001627858,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,187,2123192,600002,391,4,1564,20001627859,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,188,2123192,600096,2376,2,4752,20001627860,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,189,2123192,600095,2376,1,2376,20001627861,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,190,2123192,1B2204,0,4,0,20001627862,0,75,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,191,2123228,200071,16200,1,16200,20001628011,2,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,192,2123228,400021,-3240,1,-3240,20001628012,0,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,193,2123228,400543,-1944,2,-3888,20001628013,0,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,194,2123228,200080,1944,2,3888,20001628014,0,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,195,2123228,1B2205,0,4,0,20001628015,0,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,196,2123228,1B2201,28080,1,28080,20001628016,4,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,197,2123228,300013,1080,1,1080,20001628017,0,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,198,2123228,300011,2160,1,2160,20001628018,0,45,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,199,2123244,200073,8640,1,8640,20001637181,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,200,2123244,300011,2160,1,2160,20001637182,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,201,2123244,200080,1944,1,1944,20001637183,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,202,2123261,1B2102,0,1,0,20001631941,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,203,2123272,1A1602,0,1,0,20001629041,0,45,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,204,2123295,200049,0,1,0,20001628581,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,205,2123295,200101,16200,1,16200,20001628582,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,206,2123295,200102,0,1,0,20001628583,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,207,2123295,200103,0,1,0,20001630391,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,208,2123295,200104,0,2,0,20001630392,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,209,2123295,200110,0,1,0,20001630393,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,210,2123295,200081,2052,2,4104,20001630394,0,105,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,211,2123297,200073,8640,1,8640,20001629331,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,212,2123297,400548,0,1,0,20001629332,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,213,2123297,300014,5400,1,5400,20001629333,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,214,2123298,1A1501,105840,1,105840,20001632841,5,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,215,2123298,1A1503,0,1,0,20001632842,0,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,216,2123298,1A1518,0,1,0,20001632843,0,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,217,2123298,1A1517,0,1,0,20001632844,0,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,218,2123298,1A1532,0,1,0,20001632845,0,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,219,2123298,1A1504,0,1,0,20001635801,0,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,220,2123298,1A1505,0,1,0,20001638511,0,165,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,221,2123300,200071,16200,1,16200,20001635851,2,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,222,2123300,300012,2160,1,2160,20001635852,0,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,223,2123300,400018,-2160,1,-2160,20001635853,0,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
