,Unnamed: 0_x,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア,施術時間_x,Unnamed: 0_y,キャンセル回数,Unnamed: 0_x,コンタクト回数,Unnamed: 0_y,問い合わせ回数,滞在時間,閲覧ページ総数,閲覧ページ数/セッション,指名回数_nan,指名回数_あり,指名回数_なし,指名回数_削除,指名回数_空欄,コース受諾回数_nan,コース受諾回数_あり,コース受諾回数_なし,コース受諾回数_削除,コース受諾回数_空欄,紹介カード受渡回数_nan,紹介カード受渡回数_あり,紹介カード受渡回数_なし,紹介カード受渡回数_空欄,治療送客回数_nan,治療送客回数_あり,治療送客回数_なし,治療送客回数_空欄,院長挨拶回数_nan,院長挨拶回数_あり,院長挨拶回数_なし,院長挨拶回数_空欄,施術時間_y,性別_nan,性別_女,性別_男,性別_空欄,携帯TEL_有,携帯TEL_無,携帯TEL_空欄,自宅TEL_有,自宅TEL_無,自宅TEL_空欄,携帯メール_有,携帯メール_無,携帯メール_空欄,PCメール_有,PCメール_無,PCメール_空欄,職業_nan,職業_その他,職業_パート・アルバイト,職業_主婦,職業_会社員,職業_学生,職業_自営業,職業_空欄,生年月日,登録区分_CC,登録区分_HP,登録区分_店舗,登録区分_空欄
5768,3605,32152299,5B0001,9450,1,9450,320000507751,0,390,,,,,,,,,,6,0,0,0,0,4,2,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,3606,32152299,1B2209,0,1,0,320000509021,0,390,,,,,,,,,,6,0,0,0,0,4,2,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,3607,32152299,300012,2160,1,2160,320000509022,0,390,,,,,,,,,,6,0,0,0,0,4,2,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,3608,32152299,1B2201,28080,1,28080,320000509023,4,390,,,,,,,,,,6,0,0,0,0,4,2,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,3609,32152299,5A0014,0,1,0,320000509171,0,390,,,,,,,,,,6,0,0,0,0,4,2,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,3610,32152299,600011,3024,2,6048,320000509172,0,390,,,,,,,,,,6,0,0,0,0,4,2,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,3611,32152306,1B2102,0,1,0,320000509731,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,3612,32152306,300004,540,1,540,320000509732,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,3613,32212138,200301,10800,1,10800,20001636821,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,3614,32212138,200080,1944,2,3888,20001636822,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,3615,32212265,300003,1080,1,1080,320000505691,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,3616,32212265,300011,2160,1,2160,320000505692,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,3617,32212265,1B2202,0,1,0,320000505693,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,3618,32212284,1B2202,0,1,0,320000509971,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,3619,32212284,1B2201,28080,1,28080,320000509972,4,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,3620,32212284,1B2205,0,1,0,320000509973,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,3621,32212284,000001,0,1,0,320000509974,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,3622,32212284,300012,2160,1,2160,320000509975,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,3623,32212284,400543,-2052,2,-4104,320000509976,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,3624,32212284,200081,2052,2,4104,320000509977,0,30,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,3625,32212296,200043,16200,1,16200,320000505781,0,105,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,3626,32212296,200103,0,1,0,320000507831,0,105,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,3627,32212296,200104,0,2,0,320000507832,0,105,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,3628,32212296,200081,2052,2,4104,320000509921,0,105,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,3629,32222115,1A1503,0,1,0,320000508531,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,3630,32222115,1A1506,0,-2,0,320000508532,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,3631,32222115,1A1507,0,-1,0,320000508533,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,3632,32222115,1A1508,0,5,0,320000508534,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,3633,32222117,200049,0,1,0,320000505601,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,3634,32222117,1A1601,82080,1,82080,320000505602,3,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,3635,32222117,1A1604,0,1,0,320000505603,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,3636,32222117,1A1605,0,1,0,320000507821,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,3637,32222117,1A1603,0,1,0,320000507822,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,3638,32222117,1A1606,0,4,0,320000507823,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,3639,32222117,1A1602,0,1,0,320000509081,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,3640,32222117,1A1607,0,2,0,320000509082,0,195,,,,,,,,,,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,3641,32222118,200006,8640,1,8640,320000506291,1,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,3642,32222118,400532,0,1,0,320000506292,0,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,3643,32222118,300004,540,1,540,320000506293,0,90,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,3644,32252190,1B2203,0,1,0,320000509351,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,3645,32252190,300004,540,1,540,320000509352,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,3646,32252190,1B2201,28080,1,28080,320000509353,4,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5864,3647,32252190,400543,-2160,2,-4320,320000509354,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,3648,32252190,200035,2160,2,4320,320000509355,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,3649,32252194,0325A0004,54000,1,54000,320000507021,0,120,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,3650,32252194,5A0014,0,1,0,320000509851,0,120,,,,,,,,,,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,3651,32252196,1A1501,105840,1,105840,320000509531,5,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,3652,32252196,1A1504,0,1,0,320000509532,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,3653,32252196,1A1515,0,1,0,320000509533,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,3654,32252196,1A1517,0,1,0,320000509534,0,90,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,3655,32312138,1B2102,0,1,0,320000506901,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,3656,32312259,5B0001,2670,1,2670,320000505141,0,240,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,3657,32312259,1B2203,0,1,0,320000507421,0,240,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,3658,32312259,1B2202,0,1,0,320000507422,0,240,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,3659,32312259,300004,540,1,540,320000507423,0,240,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,3660,32312259,5B0001,1830,1,1830,320000507431,0,240,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,3661,32312259,5B0001,2670,1,2670,320000509931,0,240,,,,,,,,,,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,3662,32312278,200020,10800,1,10800,320000507891,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,3663,32312278,400477,-8640,1,-8640,320000507892,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,3664,32312284,1A1503,0,1,0,320000508521,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,3665,32312284,000001,0,1,0,320000508522,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,3666,32312284,1A1507,0,3,0,320000508523,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,3667,32322143,1B2202,0,1,0,320000510061,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,3668,32322143,300012,2160,1,2160,320000510062,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,3669,32322143,000001,0,1,0,320000510063,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,3670,32322143,400543,-2268,2,-4536,320000510064,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,3671,32322143,200082,2268,2,4536,320000510065,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,3672,32332151,200005,0,1,0,60000739951,0,15,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,3673,32332151,200035,2160,1,2160,60000739952,0,15,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,3674,32352026,1A1502,0,1,0,320000508761,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,3675,32352026,1A1507,0,5,0,320000508762,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,3676,32352026,000001,0,1,0,320000508763,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,3677,32412105,1B2201,28080,1,28080,320000509281,4,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,3678,32412105,1B2203,0,1,0,320000509282,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,3679,32412105,1B2202,0,1,0,320000509283,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,3680,32412105,400543,-1944,2,-3888,320000509284,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,3681,32412105,300004,540,1,540,320000509285,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,3682,32412105,200080,1944,2,3888,320000509286,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,3683,32412226,200035,2160,2,4320,320000508711,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,3684,32412242,1B2203,0,1,0,1430000219571,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,3685,32412242,300004,540,1,540,1430000219572,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,3686,32412325,1A1502,0,1,0,320000507601,0,60,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,3687,32432017,1B2202,0,1,0,370000441791,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925,3688,32432017,1B2203,0,1,0,370000441792,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,3689,32432017,1B2295,0,1,0,370000441793,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,3690,32432017,1B2201,28080,1,28080,370000441794,4,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,3691,32432017,200035,2160,1,2160,370000441795,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,3692,32432017,200082,2268,1,2268,370000441796,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,3693,32432017,300011,2160,1,2160,370000441797,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,3694,32432017,300004,540,1,540,370000441798,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,3695,32432017,400543,-4428,1,-4428,370000441799,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,3696,32512106,1B2203,0,1,0,320000508501,0,60,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,3697,32512106,1B2201,28080,1,28080,320000508502,4,60,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,3698,32512106,300004,540,1,540,320000508503,0,60,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,3699,32512241,5B0001,0,1,0,320000507301,0,210,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,3700,32512241,5B0001,0,1,0,320000508081,0,210,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,3701,32512241,5A0014,0,1,0,320000509291,0,210,,,,,,,,,,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5945,3702,32512246,200049,0,1,0,320000508891,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946,3703,32512246,1A1501,105840,1,105840,320000508892,5,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,3704,32512246,1A1504,0,1,0,320000508893,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5948,3705,32512246,1A1515,0,1,0,320000508894,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,3706,32512246,1A1517,0,1,0,320000508895,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,3707,32512246,1B2201,28080,1,28080,320000508896,4,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951,3708,32512246,1B2274,-10800,1,-10800,320000508897,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,3709,32552024,200008,8640,1,8640,1430000225951,0,90,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,3710,32552024,200016,3240,1,3240,1430000225952,0,90,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,3711,32552024,600013,3024,1,3024,1430000225953,0,90,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955,3712,32552024,400021,-3672,1,-3672,1430000225954,0,90,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,3713,32552024,200081,2052,3,6156,1430000225955,0,90,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5957,3714,32552032,1B2203,0,1,0,320000509711,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5958,3715,32552032,1B2202,0,1,0,320000509712,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959,3716,32552032,400543,-2160,2,-4320,320000509713,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5960,3717,32552032,200035,2160,2,4320,320000509714,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5961,3718,32552032,1B2201,28080,1,28080,320000509715,4,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962,3719,32552032,300004,540,1,540,320000509716,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5963,3720,32552032,300011,2160,1,2160,320000509717,0,60,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964,3721,32612033,5B0001,4710,1,4710,320000506571,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5965,3722,32612033,200081,2052,1,2052,320000506572,0,30,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
