,顧客ID,状況,指名区分,予約回数
4035,156310026,予確済,なし,1
4036,156410039,予確済,なし,1
4037,156630034,予確済,あり,1
4038,156630034,予約,なし,1
4039,156630034,変更取消,なし,1
4040,156630035,取消,なし,1
4041,156630035,変更取消,なし,1
4042,156850011,取消,なし,1
4043,157150042,予約,なし,1
4044,157210041,予確済,なし,1
4045,157210041,予約,なし,1
4046,157230016,予約,なし,1
4047,157320022,予約,なし,2
4048,157610019,予約,なし,2
4049,157610019,仮予約,なし,1
4050,157720027,予約,なし,1
4051,157750002,予約,なし,1
4052,158120022,予確済,なし,1
4053,158630016,予確済,なし,1
4054,158810021,予確済,なし,1
4055,158810021,予約,なし,1
4056,159120013,予確済,なし,1
4057,159120022,予確済,なし,1
4058,159120022,変更取消,なし,1
4059,159120036,予確済,なし,1
4060,159210030,予確済,なし,2
4061,159210030,予約,なし,1
4062,160110002,予約,なし,1
4063,160110009,予確済,なし,1
4064,160110009,予約,なし,1
4065,160410016,予約,なし,1
4066,160510019,予確済,なし,1
4067,160510019,予約,なし,1
4068,160520013,予確済,なし,1
4069,160520013,予約,なし,2
4070,160710002,予確済,なし,1
4071,160710002,予約,なし,2
4072,160710012,予約,なし,1
4073,160810005,予約,なし,1
4074,160810026,予確済,なし,1
4075,160810026,予約,なし,1
4076,161230009,予確済,なし,1
4077,161230009,予約,なし,1
4078,161230009,変更取消,なし,1
4079,161550003,予確済,なし,1
4080,162110065,予確済,なし,2
4081,162110083,予約,なし,1
4082,162120050,予確済,なし,1
4083,162120110,予確済,なし,1
4084,162120197,予確済,なし,2
4085,162120242,予確済,なし,1
4086,162120242,予約,なし,1
4087,162120243,予確済,なし,1
4088,162120243,予約,なし,1
4089,162120244,予確済,なし,1
4090,162130078,予約,なし,1
4091,162150075,予約,なし,1
4092,162150090,予確済,なし,1
4093,162150105,予確済,なし,1
4094,162150105,予約,なし,1
4095,162150235,予確済,なし,2
4096,162150235,予約,なし,1
4097,162150236,予確済,なし,3
4098,162150236,予約,なし,1
4099,162150237,予確済,なし,1
4100,162150238,予確済,なし,2
4101,162150238,予約,なし,2
4102,162150238,変更取消,なし,1
4103,162150239,予確済,なし,2
4104,162150239,予約,なし,2
4105,162210145,予約,なし,1
4106,162210160,予約,なし,1
4107,162210192,予確済,なし,2
4108,162210192,予約,なし,1
4109,162210192,変更取消,なし,1
4110,162210193,予確済,なし,3
4111,162210193,予約,なし,1
4112,162210193,変更取消,なし,1
4113,162210194,予確済,なし,2
4114,162210194,予約,なし,1
4115,162210196,予確済,なし,1
4116,162210196,予約,なし,2
4117,162220084,予確済,なし,2
4118,162220084,予約,なし,1
4119,162230077,予確済,なし,1
4120,162230078,予確済,なし,1
4121,162230078,変更取消,なし,1
4122,162310107,予確済,なし,1
4123,162310129,予確済,なし,2
4124,162310129,予約,なし,1
4125,162310130,予確済,なし,2
4126,162310130,予約,なし,1
4127,162320063,予確済,なし,1
4128,162330046,予確済,なし,1
4129,162330046,予約,なし,1
4130,162330048,予確済,なし,3
4131,162330048,変更取消,なし,1
4132,162330050,予確済,なし,1
4133,162340025,予確済,なし,1
4134,162410051,予確済,なし,1
4135,162410051,予約,なし,1
4136,162410160,予確済,なし,1
4137,162410191,予確済,なし,1
4138,162410191,予約,なし,1
4139,162410191,変更取消,なし,1
4140,162410225,予約,なし,1
4141,162410247,予確済,なし,2
4142,162410247,予約,なし,1
4143,162410247,変更取消,なし,1
4144,162450006,予確済,なし,1
4145,162450006,変更取消,なし,1
4146,162450042,予確済,なし,4
4147,162450042,予約,なし,1
4148,162450064,予確済,なし,2
4149,162450064,予約,なし,1
4150,162510061,予確済,なし,1
4151,162510061,予約,なし,1
4152,162510156,予確済,なし,2
4153,162510156,取消,なし,1
4154,162520075,予確済,なし,1
4155,162520075,仮予約,なし,1
4156,162520078,予確済,なし,1
4157,162520078,予約,なし,1
4158,162610134,予確済,なし,3
4159,162610134,予約,なし,2
4160,162620032,予確済,なし,1
4161,162620032,予約,なし,1
4162,162620032,変更取消,なし,1
4163,162620038,予確済,なし,1
4164,162620038,予約,なし,1
4165,162620059,予約,なし,1
4166,162630144,予約,なし,1
4167,162630161,予確済,なし,3
4168,162630161,予約,なし,2
4169,162710131,予確済,なし,1
4170,162710135,予確済,なし,2
4171,162720048,予確済,なし,1
4172,162720048,予約,なし,1
4173,162720048,変更取消,なし,1
4174,162720089,予確済,なし,1
4175,162720089,予約,なし,3
4176,162720092,予確済,なし,1
4177,162720096,予確済,なし,1
4178,162720096,予約,なし,1
4179,162720096,変更取消,なし,2
4180,162720110,予確済,なし,1
4181,162720110,変更取消,なし,1
4182,162750004,予確済,なし,1
4183,162750004,仮予約,なし,1
4184,162750004,変更取消,なし,3
4185,162750052,予確済,なし,1
4186,162810047,予確済,なし,2
4187,162810194,予確済,なし,2
4188,162810194,予約,なし,1
4189,162810196,予確済,なし,2
4190,162810196,予約,なし,1
4191,162810197,予確済,なし,2
4192,162850066,予確済,なし,1
4193,162850086,予確済,なし,1
4194,162850088,予確済,なし,2
4195,162850088,予約,なし,1
4196,162910051,予約,なし,3
4197,163120027,予確済,なし,1
4198,163120027,予約,あり,1
4199,163120030,予約,なし,1
4200,163120033,予確済,あり,1
4201,163120033,予約,あり,1
4202,163210031,仮予約,なし,1
4203,163210031,変更取消,なし,1
4204,163230011,予確済,あり,2
4205,163230011,予確済,なし,1
4206,163230011,予約,あり,1
4207,163230012,予確済,あり,1
4208,163330009,予確済,なし,1
4209,163330009,予約,なし,1
4210,163420002,予約,あり,1
4211,163610029,予確済,なし,1
4212,163610029,予約,あり,1
4213,166140009,仮予約,なし,1
4214,166210013,予約,なし,1
4215,166250008,予確済,なし,1
4216,166510064,予約,なし,1
4217,166620037,予確済,なし,2
4218,166710055,予約,なし,1
4219,166830001,予約,なし,1
4220,167120046,予確済,なし,5
4221,167120046,予約,なし,1
4222,167720003,予確済,なし,1
4223,168110007,予確済,なし,1
4224,168120030,予確済,なし,2
4225,168120030,予約,なし,4
4226,168220009,予確済,なし,2
4227,168230001,予約,なし,1
4228,168250010,予確済,なし,1
4229,168310010,予確済,なし,1
4230,168310010,変更取消,なし,1
4231,168710014,予確済,なし,2
4232,168710014,予約,なし,1
4233,168720013,予確済,なし,1
4234,168810016,予確済,なし,1
4235,168810019,予確済,なし,1
4236,168810020,予確済,なし,2
4237,168850007,予確済,なし,1
4238,170110029,予確済,あり,1
4239,170110042,予約,なし,2
4240,170110043,予確済,なし,1
4241,170110043,予約,なし,1
4242,170120001,予確済,なし,1
4243,170120001,予約,なし,1
4244,170120032,予確済,なし,1
4245,170120057,予確済,あり,1
4246,170120057,予約,なし,1
4247,170120077,予確済,なし,2
4248,170120077,予約,なし,1
4249,170120077,取消,なし,2
4250,170120078,予確済,なし,1
4251,170120078,取消,なし,2
4252,170150073,予確済,なし,2
4253,170150074,予確済,なし,1
4254,170150075,予確済,なし,1
4255,170150075,予約,あり,1
4256,170150075,予約,なし,2
4257,170150076,予確済,なし,1
4258,170150076,予約,なし,2
4259,170210070,予約,なし,1
4260,170220025,予確済,なし,1
4261,170220025,予約,なし,1
4262,170230005,予約,なし,1
4263,170230021,予確済,あり,1
4264,170230021,予約,なし,1
4265,170230021,変更取消,あり,1
4266,170250006,予約,なし,1
4267,170250046,予確済,なし,1
4268,170250046,予約,なし,1
4269,170250050,予確済,なし,1
4270,170250050,予約,なし,1
4271,170310049,予約,なし,1
4272,170310051,予確済,なし,2
4273,170310053,予確済,なし,1
4274,170310053,予約,なし,1
4275,170320054,予約,なし,1
4276,170320060,予確済,なし,2
4277,170410056,予確済,なし,2
4278,170410056,予約,なし,1
4279,170410056,変更取消,なし,1
4280,170410058,予確済,なし,1
4281,170410058,予約,なし,1
4282,170410064,予確済,なし,1
4283,170420002,予確済,なし,1
4284,170420002,予約,なし,1
4285,170420002,取消,なし,1
4286,170510028,予確済,なし,1
4287,170510028,予約,なし,1
4288,170510036,予確済,なし,1
4289,170610003,予確済,なし,1
4290,170610041,予確済,なし,1
4291,170630027,仮予約,なし,1
4292,170630027,変更取消,なし,1
4293,170630028,予確済,なし,1
4294,170710044,予確済,なし,1
4295,170720027,予確済,なし,1
4296,170720027,予約,なし,1
4297,170810036,予確済,なし,1
4298,170810036,予約,なし,1
4299,170850022,予確済,なし,1
4300,170850022,予約,なし,1
4301,170910013,予確済,なし,2
4302,170910013,変更取消,なし,1
4303,171210013,予確済,なし,1
4304,171210013,変更取消,なし,1
4305,172330022,予確済,なし,1
4306,172330022,取消,あり,1
4307,172330022,変更取消,なし,1
4308,173110026,予確済,なし,1
4309,173120054,予確済,なし,2
4310,173120054,予約,なし,1
4311,173510042,仮予約,なし,1
4312,173510042,変更取消,なし,1
4313,173710035,予確済,なし,1
4314,173710035,予約,なし,1
4315,173720029,予確済,なし,1
4316,173720029,予約,なし,1
4317,173810045,予約,なし,1
4318,173850016,予確済,なし,1
4319,173850017,予確済,なし,2
4320,173850017,予約,なし,1
4321,174110026,予確済,なし,1
4322,174110026,予約,なし,1
4323,174110027,予確済,なし,3
4324,174110027,予約,なし,1
4325,174210005,予約,あり,1
4326,174250001,予確済,あり,1
4327,174330006,予約,なし,2
4328,174510032,予確済,なし,2
4329,174550007,予約,あり,1
4330,174650008,予確済,なし,1
4331,174650008,予約,なし,1
4332,174710024,予約,なし,1
4333,174810020,予確済,なし,1
4334,175120021,予確済,なし,1
4335,175120021,予約,なし,1
4336,175150024,予確済,なし,3
4337,175410024,予確済,なし,2
4338,175410024,変更取消,なし,1
4339,175810008,予確済,なし,1
4340,175850012,予確済,なし,2
4341,176150022,予確済,なし,1
4342,176150022,予約,なし,1
4343,176250013,予約,なし,1
4344,176410014,予確済,なし,1
4345,176410014,予約,なし,1
4346,176550003,予約,なし,1
4347,176810017,予約,なし,1
4348,176810019,予確済,なし,1
4349,176810019,予約,なし,3
4350,176910010,予確済,なし,1
4351,176910010,予約,なし,2
4352,177110038,予確済,なし,2
4353,177110038,予約,なし,1
4354,177110038,変更取消,なし,1
4355,177110070,予確済,なし,1
4356,177110070,予約,なし,1
4357,177120058,予確済,なし,1
4358,177120058,変更取消,なし,1
4359,177120124,予確済,なし,1
4360,177120146,予約,なし,1
4361,177120154,予確済,なし,1
4362,177120154,予約,なし,1
4363,177120157,予確済,なし,1
4364,177130039,予確済,なし,1
4365,177130039,予約,なし,1
4366,177130050,予確済,なし,1
4367,177130063,予確済,なし,1
4368,177130067,予確済,なし,1
4369,177150074,予約,なし,1
4370,177150103,予確済,なし,1
4371,177150103,取消,なし,1
4372,177150111,予確済,なし,1
4373,177150111,取消,なし,1
4374,177150129,予確済,なし,1
4375,177150129,予約,なし,2
4376,177150137,予確済,なし,1
4377,177150137,予約,なし,1
4378,177150145,予確済,なし,1
4379,177150145,予約,なし,1
4380,177150146,取消,あり,1
4381,177210032,予約,なし,1
4382,177210087,予確済,なし,1
4383,177210087,予約,なし,1
4384,177210150,予確済,なし,1
4385,177210150,予約,なし,2
4386,177210155,予確済,なし,1
4387,177210157,予確済,なし,4
4388,177210157,変更取消,なし,2
4389,177220057,予確済,なし,1
4390,177220073,予確済,なし,1
4391,177220074,予確済,なし,1
4392,177220074,予約,なし,1
4393,177230043,予約,なし,1
4394,177250041,予約,なし,1
4395,177250041,取消,なし,1
4396,177250042,予約,なし,1
4397,177250042,変更取消,なし,1
4398,177250093,予約,なし,1
4399,177250096,予確済,なし,1
4400,177250096,予約,なし,1
4401,177310052,予約,なし,1
4402,177310069,予約,なし,1
4403,177310076,予約,なし,1
4404,177320027,予確済,なし,1
4405,177320073,予確済,なし,1
4406,177320073,予約,なし,1
4407,177320074,予確済,なし,1
4408,177320074,予約,なし,1
4409,177330006,予確済,なし,1
4410,177330006,予約,あり,1
4411,177330036,予約,なし,1
4412,177330042,予確済,なし,2
4413,177330042,予約,なし,1
4414,177330042,取消,なし,1
4415,177410027,予確済,なし,3
4416,177410036,予確済,なし,1
4417,177410036,予約,なし,2
4418,177410036,変更取消,なし,1
4419,177410055,予確済,なし,1
4420,177410111,予約,なし,1
4421,177410121,予確済,なし,1
4422,177410121,予約,なし,1
4423,177410129,予確済,なし,1
4424,177412091,予確済,なし,1
4425,177412097,予確済,なし,1
4426,177412097,予約,なし,1
4427,177412098,予確済,なし,1
4428,177412098,予約,なし,1
4429,177412098,取消,なし,1
4430,177430030,予確済,なし,1
4431,177430030,予約,なし,1
4432,177430030,変更取消,なし,1
4433,177520019,予確済,なし,1
4434,177520019,予約,なし,1
4435,177520019,変更取消,なし,1
4436,177520073,予確済,なし,2
4437,177520073,予約,なし,3
4438,177550017,予約,なし,1
4439,177610039,予約,なし,1
4440,177610084,予確済,なし,1
4441,177610084,取消,なし,1
4442,177610084,変更取消,なし,1
4443,177630034,予約,なし,2
4444,177630097,予確済,なし,1
4445,177630097,予約,なし,3
4446,177640001,予確済,なし,1
4447,177640001,予約,なし,1
4448,177640001,変更取消,なし,2
4449,177710085,予確済,なし,1
4450,177710085,予約,なし,3
4451,177710089,予約,なし,1
4452,177730023,予約,なし,1
4453,177750034,予確済,なし,2
4454,177810082,予確済,なし,1
4455,177810082,予約,なし,1
4456,177810082,変更取消,なし,2
4457,177810092,予確済,なし,2
4458,177810092,予約,なし,1
4459,177810100,予確済,なし,1
4460,177810130,予確済,なし,1
4461,177810132,予確済,なし,1
4462,177810132,予約,なし,2
4463,177810133,予約,なし,1
4464,177810133,変更取消,なし,2
4465,177810141,予確済,なし,2
4466,177810141,予約,なし,1
4467,177810142,予約,なし,1
4468,177810146,予約,なし,3
4469,177810146,変更取消,なし,2
4470,177830010,予確済,なし,1
4471,177830010,予約,なし,2
4472,177850056,予確済,なし,1
4473,177850056,予約,なし,1
4474,177850057,予約,なし,1
4475,177850065,予確済,なし,1
4476,177850065,予約,なし,3
4477,178150025,予確済,なし,1
4478,178150025,予約,なし,1
4479,178150025,取消,なし,2
4480,178210028,予確済,なし,1
4481,178250010,予確済,なし,1
4482,178250012,予確済,なし,1
4483,178250012,予約,なし,1
4484,178310009,予約,なし,1
4485,178320016,予確済,なし,2
4486,178320016,予約,なし,1
4487,178510023,予確済,なし,1
4488,178520009,予確済,あり,1
4489,178710036,予確済,なし,1
4490,178710036,予約,なし,1
4491,178720029,予約,なし,1
4492,179120004,予確済,なし,1
4493,179120004,予約,なし,1
4494,179120030,予確済,なし,1
4495,179120030,予約,なし,1
4496,179210034,予約,なし,1
4497,179220012,予確済,なし,1
4498,179220012,予約,なし,1
4499,179250020,予確済,なし,1
4500,179250020,変更取消,なし,1
4501,179310016,予約,なし,1
4502,179310023,予確済,なし,2
4503,179310023,変更取消,なし,1
4504,179310024,予確済,なし,1
4505,179330015,予約,なし,1
4506,179350005,予約,なし,1
4507,179650011,予確済,なし,1
4508,179650011,予約,なし,2
4509,179710020,予約,なし,1
4510,179810021,予確済,なし,1
4511,179810022,予約,なし,2
4512,180110005,予約,なし,1
4513,180120033,予確済,なし,1
4514,180130007,予確済,なし,1
4515,180210019,予確済,なし,1
4516,180210019,予約,なし,1
4517,180220007,予確済,なし,1
4518,180310021,予約,なし,1
4519,180320027,予確済,なし,2
4520,180330010,予確済,なし,1
4521,180330010,予約,なし,1
4522,180330022,予確済,なし,2
4523,180330022,予約,なし,2
4524,180340007,予確済,なし,1
4525,180340009,予確済,なし,1
4526,180620015,予確済,なし,3
4527,180620015,予約,なし,1
4528,180630009,予約,なし,1
4529,180810020,予確済,なし,1
4530,180810020,予約,なし,1
4531,180850011,予約,なし,1
4532,181210034,予約,なし,1
4533,181210038,予確済,なし,1
4534,181250017,予確済,なし,2
4535,181250017,予約,なし,2
4536,181250020,予約,なし,1
4537,181250020,変更取消,なし,1
4538,181320022,予確済,なし,2
4539,181410005,予約,なし,1
4540,181610021,予確済,なし,1
4541,181610023,予確済,なし,1
4542,181610023,予約,なし,2
4543,181710006,予確済,なし,1
4544,181810029,予約,なし,1
4545,181810031,予約,なし,1
4546,181850016,予約,なし,1
4547,181910001,予確済,なし,1
4548,181910001,予約,なし,1
4549,183110013,予約,なし,1
4550,183110028,予確済,なし,1
4551,183110028,予約,なし,4
4552,183210031,予約,なし,1
4553,183210034,予確済,なし,1
4554,183210034,予約,なし,1
4555,183310050,予確済,なし,1
4556,183310050,予約,なし,1
4557,183330025,予確済,なし,1
4558,183330025,予約,なし,1
4559,183350003,予約,なし,4
4560,183410041,予約,なし,1
4561,183420008,予約,なし,1
4562,183510015,予確済,なし,2
4563,183510015,取消,なし,1
4564,183620004,予確済,なし,1
4565,183620008,予約,なし,4
4566,184150024,予確済,なし,1
4567,185120027,予確済,なし,1
4568,185130006,予確済,なし,1
4569,185510002,予確済,なし,1
4570,185510014,予確済,なし,1
4571,185510014,予約,なし,1
4572,185710009,予確済,なし,1
4573,185710010,予確済,なし,1
4574,185710011,予確済,なし,2
4575,185710011,予約,なし,1
4576,185810008,予確済,なし,3
4577,185810008,予約,なし,1
4578,185850002,予約,なし,1
4579,186210002,予確済,なし,1
4580,186210002,予約,なし,1
4581,186510001,予約,なし,1
4582,186510004,予確済,なし,2
4583,186520006,予確済,なし,1
4584,186520006,予約,なし,1
4585,188110003,予約,なし,1
4586,188110019,予約,あり,3
4587,188120018,予約,なし,1
4588,188120041,予確済,なし,1
4589,188120042,予確済,なし,3
4590,188120042,予約,なし,3
4591,188150019,予約,なし,1
4592,188150037,予確済,なし,1
4593,188150037,予約,なし,1
4594,188210013,予約,なし,1
4595,188250012,予確済,なし,2
4596,188250012,予約,なし,3
4597,188320002,予約,なし,1
4598,188410004,予約,なし,1
4599,188610006,予確済,なし,1
4600,188610020,予確済,なし,2
4601,188610020,予約,なし,1
4602,188610021,予確済,なし,2
4603,188610021,予約,なし,3
4604,188710001,予約,なし,1
4605,188730006,予約,なし,1
4606,188810002,予約,なし,1
4607,188810013,予約,なし,1
4608,189120010,予確済,なし,1
4609,189120010,予約,なし,1
4610,189120046,予確済,なし,1
4611,189120046,仮予約,なし,1
4612,189120047,予確済,なし,2
4613,189210037,予確済,なし,2
4614,189620007,予約,なし,1
4615,189720012,予確済,なし,1
4616,189720012,変更取消,なし,1
4617,189830002,予確済,なし,1
4618,190150012,予約,なし,1
4619,190220013,予約,なし,2
4620,190230012,予確済,なし,2
4621,190230012,予約,なし,3
4622,190230012,取消,なし,1
4623,190310011,予確済,なし,2
4624,190320009,予確済,なし,2
4625,190320009,予約,なし,1
4626,190510013,予確済,なし,1
4627,190520003,予約,なし,1
4628,190610008,予約,なし,1
4629,190750006,予確済,なし,1
4630,190750006,予約,なし,1
4631,191110021,予確済,なし,2
4632,191110023,予確済,なし,1
4633,191110023,予約,なし,1
4634,191110024,予確済,なし,1
4635,191110024,予約,なし,1
4636,191120018,予確済,あり,1
4637,191120020,予確済,なし,1
4638,191120021,予約,なし,1
4639,191150014,予確済,なし,1
4640,191150017,予確済,なし,1
4641,191150017,予約,なし,1
4642,191210011,予確済,なし,1
4643,191210023,予確済,なし,1
4644,191210023,予約,なし,1
4645,191230010,予確済,なし,1
4646,191310042,予確済,なし,3
4647,191320015,予約,なし,1
4648,191340002,予約,なし,1
4649,191410031,予確済,なし,1
4650,191410031,予約,なし,1
4651,191450002,変更取消,なし,1
4652,191650007,予約,なし,1
4653,191650008,予確済,なし,1
4654,191650008,予約,なし,1
4655,192130007,予確済,なし,1
4656,192150030,予確済,なし,1
4657,192150030,変更取消,なし,1
4658,192210016,予約,なし,4
4659,192220012,予確済,なし,2
4660,192220012,予約,なし,1
4661,192250010,予確済,なし,1
4662,192250010,予約,なし,1
4663,192250012,予約,なし,1
4664,192320023,予確済,なし,1
4665,192440003,予確済,なし,1
4666,192440003,予約,なし,1
4667,192510027,予確済,なし,1
4668,192520007,予約,なし,1
4669,192550005,予約,なし,1
4670,192610006,予確済,なし,1
4671,192710007,予確済,あり,1
4672,192710007,予約,なし,1
4673,192710024,予確済,なし,1
4674,192720022,予約,なし,2
4675,192810027,予確済,なし,1
4676,192830001,仮予約,なし,1
4677,193630004,予確済,なし,1
4678,193630004,予約,なし,1
4679,194110020,予確済,なし,1
4680,194120012,予確済,あり,1
4681,194120037,予確済,なし,1
4682,194120039,予約,なし,1
4683,194120040,予約,なし,3
4684,194120041,予確済,なし,2
4685,194120041,予約,なし,3
4686,194130003,予確済,なし,1
4687,194130003,仮予約,なし,1
4688,194140006,予確済,なし,1
4689,194140006,予約,なし,1
4690,194140006,変更取消,なし,1
4691,194250025,予確済,なし,2
4692,194250025,予約,なし,1
4693,194250025,変更取消,なし,1
4694,194310026,仮予約,なし,1
4695,194310027,仮予約,なし,1
4696,194320011,予確済,なし,1
4697,194320011,予約,なし,1
4698,194320016,予確済,なし,1
4699,194320016,予約,なし,1
4700,194320021,予約,なし,2
4701,194330012,予確済,なし,1
4702,194330012,予約,なし,1
4703,194330012,取消,なし,1
4704,194330025,予確済,なし,1
4705,194330025,予約,なし,3
4706,194330026,予確済,なし,1
4707,194340002,予確済,なし,1
4708,194410032,予約,なし,2
4709,194410040,予確済,なし,1
4710,194410040,予約,なし,1
4711,194410042,予確済,なし,2
4712,194410042,予約,なし,1
4713,194440007,予確済,なし,2
4714,194440007,予約,なし,3
4715,194450007,予確済,なし,3
4716,194510017,予確済,なし,1
4717,194510019,予約,なし,1
4718,194610007,予約,なし,1
4719,194610017,予確済,なし,1
4720,194610018,予確済,なし,1
4721,194610018,予約,なし,1
4722,194610019,予確済,なし,2
4723,194610019,予約,なし,4
4724,194630019,予確済,なし,1
4725,194650002,予確済,なし,1
4726,194810007,予約,なし,1
4727,194810023,予確済,なし,2
4728,194810023,予約,なし,2
4729,194830002,予確済,なし,1
4730,194850011,予約,なし,1
4731,194850015,予確済,なし,2
4732,196320004,予確済,なし,1
4733,198120046,予確済,なし,1
4734,198150045,予確済,なし,1
4735,198150059,予確済,なし,1
4736,198150059,予約,なし,1
4737,198150059,変更取消,なし,1
4738,198150062,予確済,なし,1
4739,198150068,予確済,なし,2
4740,198150068,予約,なし,1
4741,198210047,予確済,なし,1
4742,198210047,予約,なし,1
4743,198230020,仮予約,あり,1
4744,198230022,予確済,なし,1
4745,198230022,予約,なし,1
4746,198310038,予確済,なし,2
4747,198310038,予約,なし,1
4748,198310038,変更取消,なし,1
4749,198330008,予確済,なし,1
4750,198330008,予約,なし,4
4751,198410083,予確済,なし,1
4752,198410084,予確済,なし,1
4753,198410084,予約,なし,1
4754,198410088,予確済,なし,2
4755,198410088,予約,なし,1
4756,198450007,予確済,なし,1
4757,198450007,予約,なし,1
4758,198510034,予確済,なし,4
4759,198510034,予約,なし,1
4760,198510034,変更取消,なし,1
4761,198520005,予約,なし,1
4762,198520025,予約,なし,1
4763,198610037,予確済,なし,2
4764,198610037,予約,なし,1
4765,198610038,予確済,なし,1
4766,198650005,予確済,なし,1
4767,198710031,予約,なし,1
4768,198710034,予確済,なし,1
4769,198710034,取消,なし,1
4770,198720021,予確済,なし,1
4771,198850028,予確済,なし,1
4772,199120006,予確済,なし,2
4773,199120009,予約,なし,1
4774,199550001,予確済,なし,1
4775,200110003,予確済,なし,1
4776,200110003,予約,なし,1
4777,200110016,予確済,なし,1
4778,200120027,予約,なし,1
4779,200120033,予約,なし,1
4780,200120034,予確済,なし,1
4781,200130007,予約,なし,1
4782,200150003,予約,なし,1
4783,200210012,予確済,なし,1
4784,200210012,予約,なし,1
4785,200210032,予確済,なし,1
4786,200220007,予確済,なし,1
4787,200220007,予約,なし,1
4788,200350003,予確済,なし,1
4789,200350003,予約,なし,1
4790,200410042,予約,なし,1
4791,200410057,予確済,なし,1
4792,200410057,予約,なし,1
4793,200410060,予確済,なし,1
4794,200410060,予約,なし,1
4795,200450003,予約,なし,1
4796,200510023,予確済,なし,1
4797,200510030,予約,なし,1
4798,200610009,予確済,なし,1
4799,200620005,予約,なし,1
4800,200720012,予確済,なし,1
4801,200720012,取消,なし,1
4802,200730005,予確済,なし,1
4803,200730005,予約,なし,1
4804,200810024,予確済,なし,1
4805,200810024,予約,なし,1
4806,201120024,予確済,なし,1
4807,201210023,予約,なし,1
4808,201220001,予約,なし,1
4809,201220011,予約,なし,2
4810,201310009,予確済,なし,1
4811,201310024,予約,なし,1
4812,201320004,予確済,なし,2
4813,201320004,予約,なし,1
4814,201320004,変更取消,なし,1
4815,201320017,取消,なし,1
4816,201430004,予約,なし,1
4817,201430007,予約,なし,1
4818,201610002,予確済,なし,1
4819,201730007,予約,なし,1
4820,201750005,予約,なし,1
4821,202110006,予約,なし,1
4822,202120014,予確済,なし,1
4823,202120014,予約,なし,1
4824,202210015,予確済,なし,1
4825,202220007,予確済,なし,1
4826,202220007,予約,なし,2
4827,202250007,予確済,なし,1
4828,202250018,予約,なし,1
4829,202310008,予確済,なし,1
4830,202310008,予約,なし,1
4831,202510010,予確済,なし,1
4832,202520003,予約,なし,1
4833,202550002,予約,なし,1
4834,202610007,予確済,なし,1
4835,202620001,仮予約,なし,1
4836,202620001,変更取消,なし,1
4837,202720014,予確済,なし,1
4838,202720014,予約,なし,1
4839,202750008,予確済,なし,3
4840,202810018,予確済,なし,1
4841,202850008,予約,なし,1
4842,203120007,予約,なし,1
4843,203120010,予約,あり,1
4844,203120010,予約,なし,1
4845,203130003,予約,なし,1
4846,203150012,予約,あり,1
4847,203150016,予約,なし,1
4848,203150024,予確済,なし,1
4849,203150033,予確済,なし,1
4850,203150033,変更取消,なし,3
4851,203210019,予確済,なし,1
4852,203410011,予約,あり,1
4853,203410034,予確済,なし,1
4854,203440006,予確済,なし,3
4855,203440006,予約,なし,1
4856,203440006,取消,なし,1
4857,203440006,変更取消,なし,1
4858,203520010,予確済,なし,1
4859,203620001,予約,なし,1
4860,203650008,予約,なし,1
4861,204120018,予確済,なし,1
4862,204120018,予約,なし,1
4863,204130003,予確済,なし,1
4864,204130003,予約,なし,1
4865,204130003,変更取消,なし,1
4866,204150003,予確済,なし,1
4867,204210024,予確済,あり,1
4868,204210024,仮予約,あり,1
4869,204210024,変更取消,なし,1
4870,204220004,予確済,なし,1
4871,204310013,予確済,なし,1
4872,204310013,予約,なし,1
4873,204440002,予確済,あり,1
4874,204440002,予約,なし,1
4875,204440002,取消,あり,2
4876,204450003,予確済,なし,2
4877,204510005,予確済,あり,1
4878,204620006,予確済,なし,1
4879,204630006,予約,あり,1
4880,205120009,予確済,なし,1
4881,205330005,取消,なし,1
4882,205340002,予確済,なし,1
4883,205340002,予約,なし,1
4884,205410012,予確済,なし,1
4885,205410012,予約,なし,1
4886,205410012,変更取消,なし,1
4887,205810004,予約,なし,1
4888,205850002,予確済,なし,1
4889,205850002,仮予約,あり,1
4890,205850002,変更取消,なし,1
4891,207110007,予確済,なし,1
4892,207120012,予約,なし,1
4893,207130008,予約,なし,1
4894,207310008,予確済,なし,1
4895,207410026,予確済,なし,2
4896,207410026,予約,なし,1
4897,207610009,予確済,なし,1
4898,207620002,予約,なし,1
4899,207650006,予確済,なし,2
4900,207650006,予約,なし,2
4901,207650006,変更取消,なし,1
4902,207810026,予確済,なし,1
4903,207810026,予約,なし,1
4904,208410021,予確済,なし,1
4905,208410021,予約,なし,1
4906,208410022,予確済,なし,1
4907,208410022,予約,なし,3
4908,208710008,予確済,なし,1
4909,209110013,予確済,なし,1
4910,209110014,予確済,なし,1
4911,209130002,予確済,なし,1
4912,209130007,予約,なし,1
4913,209130010,予確済,なし,1
4914,209130010,予約,なし,1
4915,209150015,予確済,なし,1
4916,209150022,予確済,なし,1
4917,209210014,予確済,なし,1
4918,209210017,予確済,なし,1
4919,209210017,予約,なし,2
4920,209220006,予確済,なし,2
4921,209220011,予確済,なし,1
4922,209230004,予確済,なし,2
4923,209230004,変更取消,なし,1
4924,209250013,予確済,なし,2
4925,209250013,予約,なし,2
4926,209310010,予約,なし,1
4927,209320016,予確済,なし,1
